Iteration,Proportion Test,Proportion Test (Sim Results Dual1.Csv),Proportion Test (Sim Results Dual2.Csv),Proportion Test (Sim Results Dual3.Csv),Proportion Test (Sim Results Dual4.Csv)
3067,0.3223,0.3714,0.3998,0.4569,0.5192
3068,0.3239,0.3818,0.4174,0.4516,0.4848
3069,0.3121,0.3767,0.3994,0.4527,0.481
3070,0.31,0.3907,0.4264,0.4428,0.4808
3071,0.3129,0.3652,0.4115,0.429,0.4855
3072,0.3191,0.3632,0.4304,0.4503,0.4942
3073,0.3073,0.3529,0.3997,0.4639,0.5025
3074,0.324,0.3678,0.414,0.4436,0.4806
3075,0.3218,0.3565,0.4064,0.4494,0.492
3076,0.3133,0.3719,0.4153,0.4453,0.4856
3077,0.3076,0.3626,0.4151,0.4385,0.472
3078,0.3215,0.3696,0.42,0.4739,0.4918
3079,0.3221,0.3629,0.3986,0.4813,0.4875
3080,0.3186,0.3619,0.4102,0.4695,0.4872
3081,0.3174,0.3579,0.4093,0.439,0.4783
3082,0.3097,0.3675,0.3986,0.4582,0.4685
3083,0.3101,0.3685,0.4177,0.4547,0.4744
3084,0.3179,0.3643,0.4346,0.4373,0.4805
3085,0.3102,0.3574,0.4129,0.4656,0.4918
3086,0.3178,0.371,0.4015,0.4531,0.4715
3087,0.3168,0.3692,0.4127,0.4393,0.47
3088,0.3119,0.3659,0.4295,0.4673,0.4866
3089,0.3126,0.3583,0.4192,0.4679,0.4801
3090,0.3241,0.3678,0.4128,0.4554,0.4689
3091,0.315,0.3827,0.414,0.4436,0.4836
3092,0.3213,0.3645,0.4191,0.4508,0.4877
3093,0.3093,0.3599,0.3924,0.4306,0.4723
3094,0.317,0.3525,0.396,0.4457,0.4809
3095,0.321,0.3806,0.4067,0.4452,0.4805
3096,0.3256,0.3659,0.4136,0.4376,0.4857
3097,0.3138,0.3717,0.4201,0.4486,0.4614
3098,0.3071,0.3723,0.4099,0.4757,0.4963
3099,0.3233,0.3483,0.4316,0.4379,0.4621
3100,0.3089,0.3396,0.3957,0.431,0.4873
3101,0.3164,0.3721,0.3896,0.4482,0.4558
3102,0.3176,0.3539,0.4202,0.4364,0.4932
3103,0.3223,0.3658,0.4225,0.4748,0.4574
3104,0.3085,0.3658,0.3996,0.4584,0.4704
3105,0.3274,0.3588,0.4197,0.4499,0.4824
3106,0.307,0.3689,0.4221,0.4604,0.4821
3107,0.3111,0.3904,0.4285,0.4323,0.4837
3108,0.3149,0.3766,0.403,0.4685,0.4828
3109,0.3145,0.373,0.4014,0.4437,0.4647
3110,0.3184,0.3795,0.4116,0.4658,0.4535
3111,0.3155,0.3681,0.3992,0.4496,0.4834
3112,0.3201,0.3575,0.389,0.4458,0.4722
3113,0.3163,0.3831,0.4156,0.4621,0.4822
3114,0.3132,0.3842,0.4314,0.4732,0.4706
3115,0.3182,0.3778,0.4336,0.4368,0.4694
3116,0.316,0.3745,0.4159,0.4426,0.4836
3117,0.3201,0.3896,0.4096,0.4393,0.4835
3118,0.3172,0.3569,0.4268,0.4463,0.4762
3119,0.3171,0.3488,0.4145,0.4445,0.479
3120,0.3162,0.3687,0.4184,0.4771,0.4613
3121,0.3071,0.3737,0.4309,0.4299,0.4906
3122,0.3155,0.385,0.4205,0.4702,0.4933
3123,0.3239,0.3833,0.3953,0.4587,0.4608
3124,0.3093,0.3744,0.4382,0.4702,0.4839
3125,0.3163,0.385,0.4173,0.4651,0.4885
3126,0.309,0.3712,0.3935,0.4521,0.4745
3127,0.3133,0.3801,0.4133,0.4481,0.4651
3128,0.3116,0.3732,0.4127,0.4479,0.4788
3129,0.3136,0.3661,0.4222,0.453,0.4716
3130,0.3153,0.349,0.4234,0.4539,0.4813
3131,0.3147,0.3806,0.4093,0.4417,0.4806
3132,0.3181,0.3719,0.3914,0.4609,0.4922
3133,0.3136,0.3494,0.4169,0.4315,0.4755
3134,0.3112,0.3882,0.4166,0.4497,0.4779
3135,0.3171,0.3616,0.4244,0.4632,0.4642
3136,0.3231,0.3867,0.4215,0.452,0.4919
3137,0.3208,0.3621,0.3827,0.4638,0.472
3138,0.3091,0.3714,0.425,0.4264,0.4834
3139,0.3104,0.3852,0.3994,0.4412,0.4688
3140,0.3218,0.3509,0.4238,0.4544,0.4809
3141,0.3318,0.3656,0.3802,0.4348,0.4603
3142,0.3221,0.353,0.4023,0.4435,0.479
3143,0.3243,0.3774,0.4378,0.4376,0.4817
3144,0.3248,0.3476,0.3991,0.4524,0.4985
3145,0.3143,0.3778,0.3926,0.4224,0.4767
3146,0.309,0.3692,0.4148,0.4294,0.4648
3147,0.3187,0.3794,0.4022,0.438,0.4939
3148,0.3137,0.3524,0.4289,0.4566,0.492
3149,0.3194,0.3543,0.4202,0.4332,0.4932
3150,0.3121,0.372,0.4239,0.4415,0.4672
3151,0.3149,0.3716,0.4138,0.4684,0.4856
3152,0.3176,0.3582,0.4183,0.4295,0.47
3153,0.318,0.355,0.4187,0.4347,0.5013
3154,0.3056,0.3469,0.4268,0.4318,0.4817
3155,0.3134,0.3679,0.4331,0.4698,0.4795
3156,0.3095,0.3586,0.4025,0.4603,0.4851
3157,0.3136,0.3603,0.4107,0.4399,0.4856
3158,0.3133,0.3417,0.4158,0.4624,0.4804
3159,0.3221,0.3702,0.4051,0.447,0.462
3160,0.3039,0.3691,0.4082,0.466,0.4762
3161,0.3221,0.3751,0.4257,0.4367,0.4898
3162,0.3209,0.367,0.4082,0.4577,0.487
3163,0.3193,0.3871,0.4125,0.4532,0.4981
3164,0.3245,0.4053,0.4159,0.4453,0.4892
3165,0.3145,0.3733,0.4259,0.4449,0.4759
3166,0.3176,0.3687,0.4155,0.4571,0.4869
3167,0.3103,0.3594,0.4102,0.4608,0.4962
3168,0.3157,0.3835,0.4059,0.4517,0.4871
3169,0.315,0.376,0.4151,0.4665,0.5134
3170,0.3159,0.3549,0.4004,0.4298,0.4761
3171,0.3074,0.3559,0.4044,0.4438,0.4652
3172,0.3177,0.3695,0.4011,0.4326,0.4786
3173,0.3138,0.3539,0.4078,0.4464,0.4816
3174,0.3089,0.3694,0.4187,0.4432,0.4784
3175,0.3158,0.354,0.4012,0.478,0.4708
3176,0.3208,0.352,0.3971,0.4494,0.4725
3177,0.3136,0.379,0.4201,0.4385,0.4703
3178,0.3269,0.3792,0.4231,0.4693,0.5122
3179,0.3159,0.3554,0.4212,0.4358,0.5004
3180,0.3247,0.3719,0.4223,0.4642,0.4758
3181,0.3227,0.3551,0.3983,0.456,0.4718
3182,0.3188,0.3535,0.3964,0.451,0.4664
3183,0.3179,0.3558,0.4107,0.4441,0.4623
3184,0.3113,0.3774,0.4089,0.445,0.4814
3185,0.3236,0.3668,0.4172,0.455,0.4607
3186,0.3116,0.3791,0.4046,0.4469,0.48
3187,0.329,0.3711,0.4149,0.4386,0.4635
3188,0.3144,0.3434,0.3949,0.4519,0.4975
3189,0.3171,0.3601,0.4288,0.4551,0.4765
3190,0.3216,0.3593,0.4126,0.4606,0.4629
3191,0.3227,0.36,0.3919,0.4596,0.4624
3192,0.3164,0.364,0.4222,0.4414,0.4936
3193,0.3086,0.3775,0.4246,0.4362,0.4908
3194,0.3181,0.3676,0.3978,0.4425,0.4617
3195,0.3224,0.3636,0.4007,0.4456,0.4844
3196,0.3154,0.3707,0.412,0.4576,0.4779
3197,0.3197,0.3714,0.4129,0.4555,0.4749
3198,0.3163,0.3484,0.4141,0.468,0.4914
3199,0.3269,0.368,0.4284,0.4623,0.477
3200,0.3253,0.3547,0.4045,0.4537,0.4904
3201,0.326,0.36,0.3878,0.4421,0.4672
3202,0.313,0.3729,0.4233,0.4515,0.4922
3203,0.3112,0.3647,0.4247,0.4218,0.4908
3204,0.3057,0.3712,0.4214,0.4653,0.4823
3205,0.3094,0.3754,0.3947,0.457,0.481
3206,0.3182,0.3644,0.3888,0.4645,0.4691
3207,0.3165,0.3773,0.4209,0.4555,0.4878
3208,0.3201,0.3713,0.4183,0.4249,0.4765
3209,0.3163,0.3751,0.4073,0.4554,0.4484
3210,0.32,0.3833,0.4032,0.4383,0.4809
3211,0.314,0.3814,0.4283,0.4321,0.4669
3212,0.3232,0.372,0.425,0.4352,0.4562
3213,0.3208,0.364,0.4056,0.4409,0.4643
3214,0.3143,0.381,0.4356,0.4622,0.4766
3215,0.3098,0.3885,0.4028,0.4555,0.4919
3216,0.3128,0.3853,0.396,0.4455,0.487
3217,0.3264,0.3579,0.4101,0.4497,0.491
3218,0.3215,0.3617,0.3977,0.4261,0.4843
3219,0.3162,0.3933,0.4115,0.4528,0.4658
3220,0.312,0.3517,0.3957,0.4462,0.4752
3221,0.3154,0.3646,0.4,0.4566,0.4845
3222,0.3198,0.3775,0.41,0.4401,0.4674
3223,0.3217,0.3549,0.4086,0.4535,0.4811
3224,0.3064,0.3458,0.3856,0.4673,0.4862
3225,0.312,0.3761,0.4035,0.4641,0.4783
3226,0.307,0.3581,0.41,0.4569,0.468
3227,0.3074,0.3535,0.4138,0.4396,0.4947
3228,0.3185,0.3703,0.4288,0.4382,0.4639
3229,0.3091,0.3788,0.4127,0.4214,0.4896
3230,0.3179,0.3681,0.4005,0.473,0.4956
3231,0.3173,0.3697,0.4306,0.4467,0.4825
3232,0.3197,0.3532,0.3807,0.4776,0.4755
3233,0.3129,0.3596,0.4017,0.4317,0.5066
3234,0.3183,0.3724,0.4078,0.4531,0.4862
3235,0.311,0.3522,0.419,0.4413,0.4864
3236,0.3215,0.3757,0.4085,0.4633,0.4692
3237,0.3124,0.3638,0.4069,0.4511,0.4611
3238,0.317,0.3932,0.4,0.4468,0.4581
3239,0.3188,0.3497,0.4109,0.4575,0.4949
3240,0.3163,0.3665,0.4119,0.4269,0.4915
3241,0.3064,0.3671,0.3983,0.4531,0.4815
3242,0.3015,0.3723,0.4213,0.4609,0.4891
3243,0.3155,0.3571,0.4173,0.4779,0.4784
3244,0.3185,0.3666,0.4067,0.4253,0.4975
3245,0.3221,0.3689,0.409,0.4352,0.4743
3246,0.3154,0.3874,0.3821,0.4359,0.4703
3247,0.3019,0.378,0.4036,0.4493,0.4931
3248,0.3124,0.3773,0.4246,0.429,0.4754
3249,0.32,0.3884,0.4283,0.4363,0.4711
3250,0.3176,0.3834,0.4152,0.4438,0.4776
3251,0.3151,0.3632,0.4224,0.4383,0.4941
3252,0.3088,0.354,0.3995,0.4416,0.4605
3253,0.3139,0.3457,0.4265,0.4358,0.4947
3254,0.3299,0.3523,0.4162,0.4511,0.4612
3255,0.3094,0.3564,0.4045,0.4217,0.4944
3256,0.3198,0.3895,0.3951,0.4568,0.4702
3257,0.312,0.3804,0.4055,0.4415,0.4979
3258,0.3179,0.3567,0.4325,0.4231,0.4926
3259,0.3214,0.3721,0.4209,0.4393,0.4656
3260,0.3129,0.3642,0.4064,0.431,0.4839
3261,0.3088,0.3574,0.4055,0.4626,0.466
3262,0.3211,0.3825,0.3994,0.4504,0.4622
3263,0.3177,0.3817,0.391,0.4575,0.4638
3264,0.3258,0.3639,0.4022,0.4322,0.4781
3265,0.3149,0.3539,0.4337,0.4399,0.4623
3266,0.3223,0.3442,0.4049,0.4281,0.4718
3267,0.3161,0.3792,0.4097,0.4352,0.4659
3268,0.3249,0.3518,0.3948,0.4637,0.4937
3269,0.3081,0.3725,0.3964,0.4302,0.4954
3270,0.318,0.3808,0.392,0.4423,0.4963
3271,0.321,0.3743,0.4179,0.4725,0.4868
3272,0.3208,0.3806,0.3993,0.4327,0.4904
3273,0.3198,0.3548,0.4036,0.4532,0.4986
3274,0.3169,0.3493,0.3919,0.4656,0.4753
3275,0.3068,0.3484,0.3987,0.4367,0.4592
3276,0.3047,0.3799,0.4371,0.4496,0.4756
3277,0.3186,0.3571,0.3819,0.4502,0.4891
3278,0.316,0.3623,0.4016,0.4245,0.4743
3279,0.3193,0.3546,0.3777,0.4368,0.4838
3280,0.3262,0.3644,0.4019,0.4413,0.4756
3281,0.3094,0.3507,0.3932,0.4402,0.4948
3282,0.3145,0.3595,0.4216,0.474,0.4695
3283,0.3146,0.348,0.4199,0.4572,0.4716
3284,0.3198,0.359,0.4342,0.4372,0.5036
3285,0.321,0.364,0.4087,0.4594,0.4552
3286,0.3107,0.3776,0.3976,0.4624,0.4667
3287,0.3187,0.3558,0.4133,0.4277,0.4688
3288,0.3052,0.3763,0.4029,0.4598,0.4887
3289,0.3165,0.3717,0.392,0.4471,0.4852
3290,0.3159,0.3742,0.3935,0.4472,0.4789
3291,0.314,0.3692,0.4323,0.4613,0.4681
3292,0.3158,0.3624,0.3944,0.451,0.483
3293,0.3059,0.3747,0.4058,0.4498,0.4654
3294,0.3152,0.3648,0.4175,0.465,0.4979
3295,0.3034,0.3531,0.4306,0.4492,0.4809
3296,0.3101,0.3534,0.4136,0.443,0.4956
3297,0.3314,0.3645,0.4233,0.4255,0.4642
3298,0.3214,0.3764,0.4175,0.454,0.4965
3299,0.321,0.3684,0.3981,0.4615,0.4885
3300,0.3261,0.3573,0.4236,0.4378,0.475
3301,0.3093,0.3504,0.414,0.4662,0.495
3302,0.3149,0.3414,0.4286,0.4402,0.4914
3303,0.313,0.3665,0.3858,0.4341,0.4586
3304,0.3149,0.3702,0.4244,0.4344,0.4755
3305,0.3178,0.3638,0.3922,0.443,0.4749
3306,0.3199,0.3448,0.4054,0.4673,0.4711
3307,0.3172,0.3663,0.3951,0.4601,0.4979
3308,0.3141,0.344,0.4139,0.4645,0.4831
3309,0.3181,0.3519,0.4045,0.4708,0.4725
3310,0.315,0.3809,0.4162,0.4319,0.4918
3311,0.315,0.3793,0.3986,0.4363,0.4595
3312,0.3096,0.3677,0.4234,0.4823,0.4906
3313,0.3137,0.391,0.4357,0.464,0.4792
3314,0.3239,0.3763,0.4419,0.4611,0.4877
3315,0.3077,0.3695,0.3969,0.4615,0.4713
3316,0.3204,0.3765,0.4299,0.46,0.4849
3317,0.3237,0.3572,0.422,0.4573,0.4854
3318,0.3282,0.3687,0.3955,0.4587,0.4688
3319,0.3125,0.3693,0.3732,0.4401,0.4738
3320,0.3233,0.3782,0.4038,0.4422,0.4736
3321,0.3118,0.3704,0.4068,0.4534,0.4852
3322,0.3174,0.3774,0.407,0.4601,0.4608
3323,0.3109,0.3577,0.3955,0.4365,0.458
3324,0.3112,0.3676,0.4198,0.4414,0.4821
3325,0.3258,0.3743,0.421,0.4483,0.4663
3326,0.3146,0.3696,0.4155,0.4723,0.4774
3327,0.3181,0.3562,0.4047,0.4413,0.4804
3328,0.3128,0.3714,0.4053,0.4581,0.4938
3329,0.3185,0.389,0.3878,0.4257,0.4915
3330,0.3204,0.3725,0.4353,0.4519,0.4685
3331,0.3165,0.3699,0.4278,0.4483,0.4671
3332,0.3223,0.37,0.4034,0.4666,0.4607
3333,0.3157,0.3631,0.4165,0.4482,0.4755
3334,0.3116,0.3537,0.4382,0.4554,0.4914
3335,0.3169,0.3559,0.3853,0.4478,0.4756
3336,0.3124,0.3676,0.4072,0.471,0.485
3337,0.3264,0.3658,0.4285,0.4532,0.4874
3338,0.3032,0.381,0.3848,0.4529,0.4694
3339,0.3248,0.3692,0.3985,0.4354,0.4875
3340,0.3142,0.3676,0.4121,0.4577,0.4944
3341,0.3248,0.3641,0.4091,0.4579,0.4587
3342,0.3224,0.3777,0.4178,0.476,0.4871
3343,0.3182,0.3568,0.4184,0.4234,0.4527
3344,0.3159,0.3704,0.4291,0.4476,0.4682
3345,0.3191,0.3779,0.4344,0.428,0.4654
3346,0.3042,0.3624,0.4142,0.4465,0.4514
3347,0.3122,0.3808,0.4151,0.4436,0.4968
3348,0.3179,0.379,0.4116,0.4577,0.4671
3349,0.3149,0.368,0.4008,0.4494,0.5047
3350,0.3218,0.3748,0.3763,0.4471,0.4678
3351,0.324,0.3797,0.4137,0.4451,0.4559
3352,0.3195,0.3594,0.4017,0.4429,0.4603
3353,0.325,0.382,0.3902,0.4578,0.4767
3354,0.3274,0.3677,0.3985,0.4799,0.4863
3355,0.3142,0.345,0.422,0.4395,0.4997
3356,0.3191,0.3621,0.4012,0.4659,0.4686
3357,0.3144,0.3691,0.4218,0.4308,0.4666
3358,0.3114,0.3532,0.4088,0.4669,0.4781
3359,0.3089,0.3772,0.3976,0.4542,0.4556
3360,0.3106,0.3502,0.4187,0.4542,0.4463
3361,0.3117,0.362,0.4002,0.4635,0.4785
3362,0.3135,0.3712,0.414,0.4536,0.474
3363,0.3211,0.3508,0.3953,0.433,0.5006
3364,0.3057,0.3648,0.3989,0.4623,0.499
3365,0.3209,0.3708,0.3963,0.4435,0.4878
3366,0.3101,0.3547,0.434,0.4403,0.4781
3367,0.3105,0.3808,0.4144,0.454,0.4771
3368,0.3146,0.3704,0.4189,0.4594,0.4821
3369,0.3121,0.3607,0.4066,0.4547,0.4894
3370,0.304,0.3824,0.3966,0.4594,0.464
3371,0.314,0.3747,0.3906,0.4353,0.478
3372,0.3235,0.3615,0.4366,0.459,0.4823
3373,0.3157,0.3784,0.4069,0.4436,0.4674
3374,0.3072,0.3827,0.3991,0.4313,0.48
3375,0.3126,0.3732,0.4305,0.4401,0.4774
3376,0.3183,0.3801,0.3881,0.4607,0.4948
3377,0.3278,0.3518,0.4096,0.4595,0.4852
3378,0.3161,0.3804,0.4131,0.4651,0.4867
3379,0.3199,0.3586,0.3982,0.4531,0.4741
3380,0.3077,0.3561,0.4042,0.457,0.4541
3381,0.3201,0.3764,0.4059,0.4296,0.483
3382,0.3091,0.3525,0.4327,0.4305,0.4759
3383,0.3106,0.3571,0.3967,0.4615,0.4951
3384,0.3077,0.3682,0.4129,0.4667,0.4609
3385,0.3072,0.3617,0.4132,0.4405,0.4725
3386,0.312,0.3552,0.4384,0.4289,0.502
3387,0.3157,0.3599,0.3889,0.4354,0.4946
3388,0.3221,0.3432,0.4271,0.429,0.4807
3389,0.3198,0.3815,0.4205,0.4544,0.4684
3390,0.3166,0.3592,0.4345,0.4739,0.4881
3391,0.317,0.3659,0.4055,0.4553,0.492
3392,0.3128,0.361,0.4158,0.4354,0.482
3393,0.3048,0.3621,0.4038,0.4647,0.4627
3394,0.3172,0.3675,0.3814,0.4449,0.4957
3395,0.3051,0.377,0.4349,0.4398,0.4556
3396,0.3175,0.3818,0.407,0.4725,0.4627
3397,0.3107,0.3683,0.4122,0.4452,0.4896
3398,0.3093,0.3671,0.437,0.4513,0.4823
3399,0.3088,0.358,0.4041,0.4517,0.4818
3400,0.3176,0.3583,0.4162,0.4674,0.4725
3401,0.3224,0.3611,0.4159,0.4458,0.4612
3402,0.3177,0.351,0.3983,0.4388,0.4743
3403,0.3053,0.3484,0.4041,0.4658,0.4916
3404,0.3171,0.356,0.3997,0.4623,0.4909
3405,0.3183,0.3511,0.4309,0.451,0.47
3406,0.3045,0.359,0.3913,0.4268,0.488
3407,0.3295,0.3511,0.4213,0.4548,0.4704
3408,0.3103,0.3635,0.3931,0.458,0.4718
3409,0.3227,0.3833,0.4155,0.4484,0.4894
3410,0.3142,0.3722,0.4113,0.4389,0.4673
3411,0.3218,0.3915,0.4052,0.4228,0.4667
3412,0.3211,0.3576,0.4173,0.4575,0.4633
3413,0.3196,0.3764,0.4143,0.4395,0.4847
3414,0.3154,0.3707,0.3881,0.4768,0.4944
3415,0.3175,0.3894,0.3959,0.4605,0.4862
3416,0.3142,0.3664,0.4003,0.4651,0.4695
3417,0.3067,0.3555,0.4156,0.4545,0.4935
3418,0.3139,0.3569,0.4032,0.4385,0.4895
3419,0.3108,0.3637,0.409,0.4373,0.477
3420,0.3182,0.3653,0.3983,0.4482,0.4564
3421,0.311,0.3751,0.4168,0.4527,0.4901
3422,0.3186,0.3842,0.3967,0.4496,0.4644
3423,0.3136,0.3511,0.4318,0.4562,0.4647
3424,0.3213,0.3595,0.4033,0.47,0.4908
3425,0.3158,0.3467,0.4377,0.4437,0.4817
3426,0.3266,0.35,0.4471,0.4374,0.486
3427,0.3241,0.3643,0.3974,0.4299,0.4778
3428,0.3175,0.3739,0.4,0.4263,0.5083
3429,0.3248,0.36,0.4311,0.4357,0.4947
3430,0.3229,0.3823,0.3874,0.444,0.488
3431,0.3201,0.3771,0.4162,0.4279,0.4937
3432,0.3124,0.3424,0.4452,0.4516,0.4716
3433,0.3114,0.3647,0.4327,0.4431,0.4775
3434,0.3124,0.3722,0.4111,0.4453,0.4776
3435,0.3238,0.3671,0.4224,0.4426,0.4881
3436,0.3206,0.3759,0.3942,0.4582,0.4743
3437,0.3178,0.3631,0.4275,0.4336,0.4866
3438,0.3152,0.3558,0.4246,0.4495,0.4987
3439,0.3168,0.3614,0.3978,0.4419,0.4701
3440,0.3175,0.36,0.4179,0.4696,0.4701
3441,0.3138,0.3627,0.4119,0.4554,0.4753
3442,0.3194,0.3551,0.4178,0.4446,0.4704
3443,0.3163,0.3556,0.4163,0.4301,0.4958
3444,0.3261,0.3573,0.394,0.459,0.4517
3445,0.3176,0.388,0.4263,0.4464,0.4621
3446,0.3119,0.3776,0.4042,0.4738,0.4726
3447,0.3166,0.3775,0.4126,0.4369,0.4684
3448,0.3195,0.362,0.4126,0.441,0.4682
3449,0.3256,0.3664,0.4137,0.4624,0.4978
3450,0.3067,0.3608,0.3996,0.4393,0.4838
3451,0.3215,0.3891,0.3843,0.432,0.4833
3452,0.3129,0.364,0.4231,0.446,0.4915
3453,0.3101,0.3715,0.3843,0.4669,0.4688
3454,0.3208,0.3686,0.4371,0.4528,0.4833
3455,0.3152,0.3587,0.4181,0.4467,0.4783
3456,0.3159,0.3888,0.399,0.4665,0.4798
3457,0.3177,0.3649,0.4029,0.4617,0.5006
3458,0.3191,0.3763,0.4138,0.4507,0.4782
3459,0.3241,0.3756,0.3929,0.4554,0.4625
3460,0.3108,0.3553,0.4109,0.4645,0.4816
3461,0.3189,0.3581,0.4154,0.4566,0.4762
3462,0.3254,0.3548,0.4166,0.4493,0.4877
3463,0.3206,0.352,0.4138,0.4589,0.472
3464,0.3141,0.3793,0.4186,0.4471,0.477
3465,0.3216,0.3464,0.4321,0.4374,0.4827
3466,0.3197,0.3596,0.4061,0.4586,0.4765
3467,0.3302,0.3499,0.4066,0.4752,0.4736
3468,0.3098,0.3832,0.4239,0.4606,0.4734
3469,0.3263,0.3702,0.4145,0.4387,0.4546
3470,0.3208,0.3789,0.4342,0.4426,0.4586
3471,0.3247,0.3737,0.4126,0.4476,0.4688
3472,0.3194,0.3623,0.4305,0.4316,0.4842
3473,0.3164,0.3783,0.4209,0.4456,0.4624
3474,0.3233,0.3645,0.4212,0.4524,0.4722
3475,0.3139,0.3726,0.4001,0.4712,0.4706
3476,0.3176,0.3766,0.4038,0.4583,0.4904
3477,0.3212,0.3492,0.4133,0.4662,0.4796
3478,0.3096,0.3648,0.4044,0.4483,0.4618
3479,0.2988,0.3699,0.4075,0.444,0.4789
3480,0.3157,0.3714,0.4007,0.453,0.4769
3481,0.3138,0.3571,0.4279,0.4804,0.502
3482,0.3115,0.3675,0.4043,0.4531,0.4769
3483,0.309,0.3627,0.4095,0.4491,0.4867
3484,0.3154,0.3858,0.4225,0.4478,0.4621
3485,0.3131,0.3846,0.3999,0.4616,0.4898
3486,0.3106,0.3861,0.4031,0.4356,0.5031
3487,0.318,0.3649,0.4017,0.4451,0.4723
3488,0.3174,0.364,0.4365,0.4701,0.4537
3489,0.3179,0.3447,0.4129,0.4571,0.4623
3490,0.3155,0.3609,0.4039,0.4547,0.4717
3491,0.3163,0.3565,0.435,0.465,0.4645
3492,0.3251,0.3763,0.4197,0.4372,0.4949
3493,0.3206,0.3684,0.4127,0.4506,0.4521
3494,0.3185,0.3558,0.4482,0.4492,0.4842
3495,0.3135,0.3539,0.402,0.4294,0.4613
3496,0.3151,0.366,0.3953,0.4395,0.4815
3497,0.3164,0.3559,0.4212,0.4438,0.4792
3498,0.316,0.3762,0.3843,0.4429,0.4858
3499,0.3212,0.3671,0.3936,0.4317,0.5026
3500,0.3076,0.3434,0.4056,0.4727,0.4541
3501,0.3059,0.3529,0.4159,0.4476,0.4869
3502,0.3105,0.3923,0.3909,0.4462,0.4797
3503,0.3225,0.3638,0.4121,0.4392,0.4706
3504,0.3167,0.3516,0.4025,0.4481,0.4838
3505,0.3144,0.3512,0.4241,0.4618,0.486
3506,0.3267,0.3622,0.4163,0.4493,0.487
3507,0.3167,0.3624,0.4153,0.4509,0.4692
3508,0.3167,0.3635,0.4363,0.4513,0.477
3509,0.3117,0.3821,0.4298,0.4545,0.4923
3510,0.3206,0.3541,0.4229,0.4544,0.4768
3511,0.3131,0.3821,0.4032,0.4331,0.4804
3512,0.3028,0.3679,0.4085,0.4533,0.4728
3513,0.31,0.3533,0.436,0.4339,0.4798
3514,0.3131,0.3681,0.3878,0.4608,0.4678
3515,0.3185,0.3637,0.3969,0.4388,0.4824
3516,0.3135,0.3583,0.4212,0.4476,0.4844
3517,0.3258,0.3725,0.3954,0.4225,0.4685
3518,0.3234,0.3756,0.4038,0.4476,0.48
3519,0.3223,0.3499,0.4096,0.4423,0.4718
3520,0.3157,0.3512,0.422,0.452,0.4703
3521,0.3176,0.3631,0.4153,0.4356,0.4937
3522,0.308,0.3431,0.423,0.4445,0.484
3523,0.3034,0.3709,0.4247,0.4459,0.4543
3524,0.3187,0.3612,0.4033,0.4388,0.4804
3525,0.3147,0.3645,0.4269,0.4298,0.4988
3526,0.3125,0.3708,0.4256,0.4621,0.4944
3527,0.318,0.378,0.4126,0.4711,0.478
3528,0.3037,0.3589,0.3998,0.4566,0.4885
3529,0.3138,0.3685,0.4049,0.4418,0.4889
3530,0.3098,0.3703,0.3826,0.4644,0.4929
3531,0.3193,0.3809,0.4143,0.4643,0.475
3532,0.3129,0.3573,0.4051,0.4447,0.4911
3533,0.3088,0.3645,0.439,0.4611,0.4961
3534,0.3192,0.3874,0.3945,0.4612,0.4984
3535,0.3297,0.373,0.4204,0.4719,0.4926
3536,0.3298,0.3772,0.3947,0.4627,0.4743
3537,0.324,0.3499,0.4051,0.4441,0.459
3538,0.3133,0.3839,0.4101,0.4522,0.4549
3539,0.3137,0.3658,0.4017,0.4648,0.4565
3540,0.3142,0.3642,0.3969,0.4337,0.4698
3541,0.3175,0.3816,0.4161,0.4364,0.4958
3542,0.319,0.3604,0.4088,0.4384,0.4681
3543,0.3192,0.368,0.4127,0.4579,0.4582
3544,0.314,0.3574,0.4045,0.4543,0.4765
3545,0.31,0.36,0.3977,0.444,0.4794
3546,0.3197,0.3908,0.4411,0.4475,0.4959
3547,0.314,0.3675,0.3959,0.4442,0.4938
3548,0.3072,0.3727,0.4013,0.4341,0.4978
3549,0.3192,0.3589,0.3978,0.4377,0.4674
3550,0.3113,0.3631,0.431,0.4734,0.4832
3551,0.3245,0.347,0.4034,0.4362,0.4602
3552,0.3123,0.3727,0.3889,0.4624,0.4987
3553,0.3164,0.3781,0.4072,0.4388,0.4743
3554,0.3207,0.3546,0.4085,0.4468,0.4833
3555,0.3286,0.3606,0.4195,0.4563,0.4693
3556,0.3148,0.3682,0.4276,0.4572,0.4655
3557,0.3214,0.3857,0.4243,0.4423,0.4711
3558,0.3161,0.3424,0.4336,0.4281,0.4798
3559,0.3124,0.3617,0.4256,0.4472,0.4682
3560,0.3102,0.3756,0.4063,0.4526,0.4846
3561,0.3116,0.3898,0.3793,0.438,0.4783
3562,0.3157,0.3516,0.4038,0.4558,0.4974
3563,0.3144,0.3846,0.4196,0.4366,0.48
3564,0.309,0.3709,0.4174,0.4362,0.4808
3565,0.3179,0.3617,0.4052,0.4508,0.4781
3566,0.3142,0.3733,0.4228,0.4518,0.4729
3567,0.314,0.3647,0.3937,0.4482,0.495
3568,0.32,0.3741,0.382,0.4495,0.471
3569,0.3088,0.3874,0.4131,0.4678,0.4868
3570,0.3159,0.3488,0.4201,0.4726,0.483
3571,0.3153,0.3818,0.4252,0.4673,0.4889
