Iteration,Proportion Test,Proportion Test (Sim Results Dual1High.Csv),Proportion Test (Sim Results Dual2High.Csv),Proportion Test (Sim Results Dual3High.Csv),Proportion Test (Sim Results Dual4High.Csv)
5720,0.3221,0.3778,0.434,0.4849,0.5212
5721,0.3119,0.3932,0.4626,0.4745,0.5139
5722,0.3174,0.3992,0.4471,0.4793,0.5118
5723,0.3226,0.4062,0.4348,0.4946,0.5075
5724,0.3132,0.3876,0.4545,0.477,0.5252
5725,0.3279,0.4226,0.4718,0.4914,0.5069
5726,0.315,0.3985,0.4631,0.4921,0.5154
5727,0.3321,0.4091,0.4483,0.4955,0.5107
5728,0.3086,0.388,0.4392,0.4918,0.5266
5729,0.3217,0.3812,0.4686,0.4807,0.5082
5730,0.3081,0.3885,0.4519,0.4968,0.5157
5731,0.3286,0.4038,0.4587,0.4679,0.5255
5732,0.3182,0.4003,0.4586,0.4798,0.5171
5733,0.3245,0.4102,0.4397,0.4906,0.5038
5734,0.3133,0.3955,0.4383,0.4992,0.5196
5735,0.3201,0.3835,0.4604,0.4954,0.5023
5736,0.3139,0.3883,0.4487,0.4953,0.5032
5737,0.3153,0.372,0.4469,0.4811,0.5132
5738,0.3181,0.4049,0.4678,0.4893,0.5259
5739,0.3207,0.4011,0.4595,0.4923,0.5077
5740,0.3167,0.3952,0.476,0.5034,0.5208
5741,0.3235,0.3671,0.4754,0.502,0.5175
5742,0.3178,0.398,0.4529,0.4912,0.532
5743,0.3181,0.3706,0.4487,0.477,0.498
5744,0.3109,0.3931,0.4311,0.4943,0.5094
5745,0.3224,0.4035,0.4583,0.5075,0.5192
5746,0.3271,0.403,0.441,0.4654,0.5204
5747,0.3065,0.4058,0.445,0.4764,0.5088
5748,0.3152,0.4076,0.4337,0.4841,0.5046
5749,0.3134,0.3982,0.4375,0.5032,0.5252
5750,0.3056,0.3927,0.4602,0.5019,0.5094
5751,0.313,0.3989,0.4598,0.5223,0.5214
5752,0.3175,0.3767,0.4522,0.5053,0.5303
5753,0.3115,0.4201,0.4638,0.4877,0.5202
5754,0.3123,0.3948,0.4471,0.4751,0.532
5755,0.3151,0.4137,0.4693,0.4816,0.5121
5756,0.3205,0.4066,0.4708,0.4761,0.4907
5757,0.3268,0.3774,0.4631,0.4963,0.5154
5758,0.3136,0.4085,0.4638,0.4802,0.5199
5759,0.3123,0.3835,0.4457,0.4806,0.5171
5760,0.3049,0.3849,0.4463,0.4961,0.5198
5761,0.314,0.4161,0.4301,0.4921,0.5184
5762,0.3161,0.3975,0.4328,0.486,0.5005
5763,0.3252,0.3801,0.4492,0.5024,0.4998
5764,0.3099,0.4013,0.4597,0.4876,0.5203
5765,0.3124,0.3911,0.4691,0.4844,0.5101
5766,0.3133,0.3828,0.4666,0.4945,0.5256
5767,0.3137,0.3955,0.4702,0.5103,0.5174
5768,0.3146,0.3992,0.4536,0.5018,0.5168
5769,0.3262,0.3792,0.4441,0.4644,0.5268
5770,0.3066,0.3764,0.458,0.4908,0.5158
5771,0.3193,0.3822,0.4278,0.501,0.5221
5772,0.3206,0.3898,0.4403,0.5096,0.5246
5773,0.3106,0.4233,0.4718,0.4844,0.5001
5774,0.3254,0.3866,0.4725,0.4982,0.5205
5775,0.3201,0.4075,0.4472,0.4857,0.5044
5776,0.3128,0.4094,0.4491,0.499,0.5337
5777,0.321,0.4143,0.4395,0.5004,0.5251
5778,0.323,0.3898,0.4357,0.5035,0.5097
5779,0.3125,0.409,0.4504,0.4889,0.5114
5780,0.3052,0.396,0.4612,0.4938,0.5282
5781,0.321,0.3924,0.4499,0.4818,0.5105
5782,0.3104,0.3988,0.4546,0.4821,0.5033
5783,0.3119,0.4054,0.4338,0.4821,0.5118
5784,0.3108,0.3717,0.4459,0.4888,0.4981
5785,0.3242,0.3972,0.461,0.4882,0.5192
5786,0.3181,0.4113,0.4558,0.4856,0.5165
5787,0.3256,0.3875,0.4439,0.4958,0.5153
5788,0.3157,0.4172,0.4334,0.49,0.5055
5789,0.3188,0.4079,0.4783,0.4939,0.517
5790,0.3097,0.3685,0.4574,0.4887,0.5196
5791,0.3152,0.391,0.4531,0.4954,0.5038
5792,0.3212,0.4171,0.4588,0.4865,0.5168
5793,0.3103,0.403,0.4601,0.4772,0.5031
5794,0.3162,0.4217,0.416,0.4829,0.51
5795,0.3149,0.3821,0.4472,0.489,0.5127
5796,0.3187,0.3939,0.4291,0.4998,0.5173
5797,0.3205,0.3757,0.4557,0.4954,0.5109
5798,0.3185,0.3646,0.4549,0.4861,0.51
5799,0.3157,0.4073,0.4309,0.5002,0.519
5800,0.3171,0.3763,0.4258,0.4859,0.5066
5801,0.3162,0.4045,0.4358,0.507,0.5106
5802,0.3172,0.3901,0.4555,0.4822,0.5153
5803,0.3134,0.4053,0.4333,0.4846,0.5166
5804,0.3107,0.4056,0.454,0.4903,0.5223
5805,0.3135,0.3884,0.4407,0.4963,0.5133
5806,0.3129,0.3978,0.4408,0.4996,0.4935
5807,0.31,0.3981,0.4665,0.4985,0.5049
5808,0.3273,0.4021,0.4401,0.4854,0.53
5809,0.3205,0.4314,0.4416,0.479,0.5219
5810,0.3181,0.381,0.4445,0.4647,0.515
5811,0.308,0.3844,0.4454,0.4957,0.5158
5812,0.3173,0.3852,0.4694,0.4758,0.5106
5813,0.3124,0.4141,0.4598,0.5011,0.5076
5814,0.3055,0.3924,0.4398,0.5041,0.4987
5815,0.3181,0.3873,0.4593,0.475,0.5057
5816,0.3176,0.376,0.4407,0.4793,0.5208
5817,0.317,0.4085,0.4455,0.4836,0.5022
5818,0.3197,0.4041,0.4356,0.4756,0.539
5819,0.3167,0.3917,0.4655,0.4789,0.5147
5820,0.3087,0.3976,0.4439,0.4905,0.5105
5821,0.3264,0.3905,0.4403,0.497,0.5141
5822,0.3141,0.4127,0.4521,0.5041,0.5238
5823,0.3204,0.4093,0.4515,0.4934,0.5065
5824,0.3237,0.4036,0.4638,0.5015,0.5181
5825,0.3141,0.3906,0.4457,0.4721,0.5217
5826,0.3141,0.4056,0.4564,0.4819,0.5077
5827,0.322,0.3972,0.4366,0.4984,0.5077
5828,0.3299,0.3971,0.456,0.4991,0.5222
5829,0.3084,0.3843,0.4489,0.4812,0.5264
5830,0.3204,0.4019,0.4506,0.4813,0.5112
5831,0.305,0.4178,0.4529,0.4933,0.5233
5832,0.3084,0.422,0.436,0.4906,0.509
5833,0.3139,0.3994,0.4689,0.5047,0.5176
5834,0.3154,0.4034,0.445,0.4739,0.5117
5835,0.3301,0.375,0.4311,0.4979,0.5235
5836,0.3158,0.3797,0.4496,0.5096,0.516
5837,0.3096,0.4182,0.4781,0.4803,0.5101
5838,0.3206,0.367,0.4383,0.4927,0.512
5839,0.3078,0.3994,0.4434,0.4648,0.5166
5840,0.3029,0.3762,0.4347,0.4945,0.5194
5841,0.3296,0.403,0.4536,0.4781,0.5087
5842,0.3151,0.3997,0.462,0.4803,0.5426
5843,0.3191,0.3725,0.4507,0.4874,0.5032
5844,0.3216,0.3938,0.4305,0.5037,0.5157
5845,0.3137,0.3771,0.4373,0.4991,0.5104
5846,0.317,0.4033,0.4549,0.4999,0.5155
5847,0.3032,0.3945,0.4589,0.4868,0.4988
5848,0.3156,0.4132,0.4469,0.4969,0.5026
5849,0.3099,0.419,0.4357,0.48,0.5134
5850,0.3091,0.3967,0.4409,0.4829,0.5173
5851,0.3152,0.382,0.4508,0.484,0.5191
5852,0.3124,0.395,0.4144,0.5012,0.4947
5853,0.3244,0.3927,0.4479,0.4843,0.4995
5854,0.318,0.3772,0.4324,0.4734,0.5062
5855,0.31,0.3986,0.4586,0.4766,0.4932
5856,0.3132,0.3909,0.4558,0.4865,0.5085
5857,0.3183,0.3958,0.421,0.5043,0.5185
5858,0.3155,0.3921,0.4403,0.4986,0.5312
5859,0.3139,0.4027,0.4139,0.4955,0.5145
5860,0.3225,0.3979,0.4643,0.4809,0.5252
5861,0.3119,0.4055,0.4342,0.4888,0.5237
5862,0.3193,0.3748,0.4401,0.4811,0.5304
5863,0.3141,0.4212,0.4587,0.4915,0.5242
5864,0.3158,0.3998,0.4295,0.4918,0.5412
5865,0.3132,0.4032,0.4746,0.4869,0.5287
5866,0.3157,0.3925,0.4236,0.484,0.5211
5867,0.3182,0.3948,0.4634,0.4702,0.5128
5868,0.3186,0.3739,0.442,0.4868,0.5137
5869,0.3151,0.4172,0.4423,0.4805,0.5263
5870,0.3285,0.3877,0.4652,0.4864,0.5055
5871,0.3251,0.3653,0.4466,0.4808,0.5083
5872,0.3216,0.3742,0.4593,0.4791,0.5188
5873,0.3104,0.375,0.4532,0.4955,0.5163
5874,0.3143,0.3951,0.4382,0.5063,0.5131
5875,0.3175,0.3816,0.4322,0.468,0.532
5876,0.3118,0.4007,0.4458,0.4933,0.5122
5877,0.3197,0.404,0.4312,0.4741,0.5148
5878,0.318,0.3931,0.4221,0.4821,0.5023
5879,0.3109,0.3773,0.443,0.4668,0.5137
5880,0.316,0.4081,0.4573,0.4706,0.5248
5881,0.3139,0.3842,0.4429,0.4918,0.5116
5882,0.3195,0.4233,0.4682,0.5001,0.493
5883,0.3102,0.3999,0.4348,0.4978,0.5025
5884,0.3106,0.4159,0.4201,0.4845,0.5108
5885,0.3135,0.4176,0.4421,0.4969,0.5188
5886,0.3166,0.3909,0.4305,0.4748,0.5221
5887,0.3204,0.3779,0.4404,0.4988,0.5102
5888,0.3147,0.388,0.433,0.5102,0.5158
5889,0.3219,0.4138,0.4546,0.4698,0.5025
5890,0.314,0.4147,0.4297,0.5054,0.5093
5891,0.3141,0.3889,0.4542,0.4871,0.5008
5892,0.326,0.383,0.4509,0.4795,0.5131
5893,0.3176,0.4046,0.454,0.4829,0.514
5894,0.318,0.3936,0.4609,0.4929,0.5298
5895,0.3218,0.3964,0.4497,0.4929,0.5203
5896,0.3157,0.4058,0.4396,0.4784,0.505
5897,0.319,0.3907,0.4398,0.4958,0.506
5898,0.3137,0.3766,0.43,0.5014,0.5205
5899,0.3072,0.388,0.4481,0.4952,0.5078
5900,0.3168,0.3608,0.4274,0.487,0.5308
5901,0.3203,0.394,0.445,0.4933,0.5202
5902,0.3191,0.3949,0.4531,0.4974,0.5098
5903,0.3129,0.3927,0.442,0.4917,0.5307
5904,0.3097,0.395,0.4423,0.4785,0.5152
5905,0.3083,0.3973,0.4602,0.4836,0.5233
5906,0.311,0.3784,0.4662,0.4878,0.5164
5907,0.3226,0.3944,0.4463,0.4791,0.5176
5908,0.3132,0.3946,0.461,0.4836,0.5038
5909,0.3183,0.384,0.462,0.4774,0.5117
5910,0.3106,0.4053,0.4579,0.4945,0.5062
5911,0.326,0.3707,0.4716,0.4605,0.5089
5912,0.3186,0.3927,0.4554,0.4885,0.4956
5913,0.3158,0.4164,0.4542,0.4907,0.5242
5914,0.3092,0.3965,0.4518,0.4849,0.5321
5915,0.318,0.4006,0.4684,0.4924,0.505
5916,0.3067,0.4171,0.4606,0.4865,0.52
5917,0.3214,0.3806,0.4554,0.4867,0.4964
5918,0.3206,0.4081,0.4723,0.4742,0.5047
5919,0.301,0.4016,0.476,0.5031,0.5188
5920,0.3085,0.4077,0.4503,0.4923,0.5205
5921,0.3224,0.3958,0.4334,0.4898,0.5201
5922,0.3149,0.3943,0.4615,0.4886,0.5202
5923,0.321,0.4052,0.467,0.4801,0.5135
5924,0.3183,0.3901,0.4783,0.4902,0.5368
5925,0.3252,0.4132,0.4319,0.4831,0.5192
5926,0.3159,0.4204,0.4643,0.4916,0.5187
5927,0.3149,0.398,0.4367,0.4758,0.501
5928,0.3239,0.4128,0.4399,0.4958,0.5122
5929,0.3015,0.4024,0.4517,0.4752,0.5148
5930,0.317,0.3819,0.4348,0.4988,0.5136
5931,0.318,0.4095,0.4589,0.5078,0.5195
5932,0.3103,0.4182,0.457,0.4952,0.5132
5933,0.3199,0.4082,0.4443,0.4874,0.5076
5934,0.3271,0.3718,0.4461,0.4963,0.5056
5935,0.3113,0.3994,0.4532,0.5023,0.5118
5936,0.314,0.3872,0.4529,0.4912,0.5163
5937,0.3164,0.4128,0.4498,0.4689,0.5226
5938,0.3158,0.3896,0.4319,0.4897,0.5027
5939,0.3154,0.4088,0.4786,0.4983,0.5272
5940,0.3156,0.4033,0.4436,0.4859,0.505
5941,0.302,0.4137,0.4523,0.4808,0.5261
5942,0.32,0.4014,0.4548,0.4839,0.5265
5943,0.3154,0.3816,0.4494,0.4924,0.499
5944,0.3213,0.3903,0.4506,0.4983,0.5069
5945,0.313,0.4007,0.4491,0.4879,0.5193
5946,0.3188,0.3751,0.43,0.4818,0.5216
5947,0.3197,0.3924,0.434,0.4895,0.5088
5948,0.3194,0.4025,0.4481,0.4838,0.5329
5949,0.3072,0.3871,0.4526,0.4794,0.5109
5950,0.3269,0.3907,0.4569,0.5024,0.5244
5951,0.3182,0.3861,0.4684,0.4768,0.5274
5952,0.3146,0.3973,0.4561,0.486,0.5119
5953,0.3168,0.4052,0.4481,0.4863,0.5108
5954,0.323,0.3842,0.4419,0.4735,0.5142
5955,0.3179,0.3964,0.4457,0.5074,0.5116
5956,0.3116,0.4018,0.4448,0.4784,0.5159
5957,0.3143,0.388,0.422,0.4848,0.5177
5958,0.3013,0.4081,0.4482,0.4881,0.5098
5959,0.3133,0.3806,0.4589,0.489,0.5186
5960,0.3122,0.4101,0.4376,0.4796,0.5058
5961,0.3166,0.3999,0.4271,0.5068,0.5187
5962,0.3217,0.4053,0.4778,0.4834,0.5077
5963,0.3148,0.3974,0.4429,0.4767,0.515
5964,0.3231,0.3838,0.453,0.4774,0.5146
5965,0.3127,0.4051,0.4511,0.4881,0.5078
5966,0.3061,0.4109,0.4503,0.5009,0.5042
5967,0.311,0.3919,0.4355,0.4864,0.5143
5968,0.3127,0.3652,0.4329,0.4834,0.5254
5969,0.3131,0.3862,0.4493,0.4987,0.4944
5970,0.3242,0.4031,0.4406,0.4965,0.513
5971,0.313,0.3901,0.4489,0.4977,0.5302
5972,0.3076,0.3857,0.4536,0.486,0.5223
5973,0.315,0.4089,0.4405,0.4764,0.5175
5974,0.321,0.3961,0.467,0.4819,0.5253
5975,0.312,0.3957,0.4455,0.4795,0.5097
5976,0.3217,0.4094,0.4411,0.4735,0.5211
5977,0.3144,0.4075,0.4317,0.4923,0.5194
5978,0.3192,0.3849,0.458,0.479,0.5112
5979,0.3104,0.3918,0.4731,0.4747,0.5106
5980,0.3131,0.3693,0.446,0.4859,0.5199
5981,0.3116,0.4038,0.4509,0.4911,0.4934
5982,0.3079,0.394,0.4413,0.476,0.5283
5983,0.3226,0.3912,0.4554,0.4858,0.5151
5984,0.3198,0.4012,0.4523,0.4993,0.5203
5985,0.3091,0.4049,0.4531,0.4858,0.5044
5986,0.3148,0.3815,0.4579,0.4894,0.5026
5987,0.3151,0.4068,0.4535,0.4873,0.513
5988,0.3128,0.3973,0.444,0.4762,0.5045
5989,0.3192,0.379,0.4388,0.4881,0.51
5990,0.3132,0.3898,0.4566,0.5035,0.5126
5991,0.3136,0.4223,0.4607,0.4713,0.5114
5992,0.3105,0.378,0.4578,0.4748,0.519
5993,0.3187,0.4023,0.4578,0.5046,0.5233
5994,0.3135,0.3687,0.4288,0.4935,0.512
5995,0.3217,0.3918,0.4393,0.4794,0.4894
5996,0.3224,0.3949,0.4506,0.4717,0.515
5997,0.3216,0.3906,0.4503,0.4895,0.5256
5998,0.3129,0.4055,0.4507,0.4906,0.5215
5999,0.3214,0.3774,0.4562,0.4935,0.5203
6000,0.3129,0.3989,0.4792,0.4791,0.5155
6001,0.3059,0.3774,0.4605,0.4795,0.5117
6002,0.312,0.4084,0.4371,0.4814,0.4989
6003,0.3211,0.3839,0.4619,0.4939,0.5334
6004,0.3056,0.3818,0.4535,0.4844,0.5215
6005,0.3212,0.3818,0.4574,0.483,0.5358
6006,0.3198,0.3982,0.4405,0.4978,0.4957
6007,0.3172,0.4191,0.4599,0.4769,0.5129
6008,0.3202,0.3965,0.469,0.4946,0.5128
6009,0.3133,0.403,0.4409,0.4986,0.5069
6010,0.3101,0.3918,0.4167,0.4867,0.5289
6011,0.3203,0.4009,0.4629,0.4851,0.5158
6012,0.3272,0.3867,0.4494,0.4851,0.5132
6013,0.3088,0.4065,0.443,0.4781,0.5316
6014,0.3039,0.3933,0.4586,0.4676,0.5237
6015,0.3192,0.4175,0.4494,0.4965,0.5251
6016,0.312,0.3745,0.4416,0.4845,0.5163
6017,0.3119,0.3781,0.4598,0.4914,0.5243
6018,0.3117,0.3793,0.4384,0.4854,0.5296
6019,0.3171,0.3939,0.4365,0.4785,0.4965
6020,0.3164,0.3807,0.4417,0.4847,0.5155
6021,0.3109,0.3946,0.4509,0.4925,0.5127
6022,0.3093,0.3903,0.4306,0.4876,0.5129
6023,0.3224,0.3855,0.4542,0.4929,0.525
6024,0.3173,0.3637,0.4498,0.4893,0.4996
6025,0.3174,0.4054,0.4315,0.4849,0.5281
6026,0.3283,0.4273,0.4304,0.5003,0.5206
6027,0.3228,0.3931,0.472,0.4753,0.5154
6028,0.3226,0.3654,0.4371,0.4765,0.5007
6029,0.3148,0.3981,0.4349,0.4856,0.5119
6030,0.304,0.3854,0.4338,0.4705,0.5198
6031,0.3291,0.3844,0.4582,0.5024,0.5165
6032,0.3157,0.3894,0.4384,0.4779,0.514
6033,0.3147,0.3823,0.4714,0.4716,0.5129
6034,0.3112,0.3858,0.4549,0.4781,0.5063
6035,0.3075,0.4086,0.4352,0.4637,0.5396
6036,0.3113,0.4099,0.4425,0.5001,0.5139
6037,0.3174,0.4286,0.4742,0.4802,0.514
6038,0.3129,0.3906,0.4503,0.4979,0.5067
6039,0.3172,0.3956,0.4508,0.4877,0.5092
6040,0.3213,0.3832,0.4436,0.4915,0.5287
6041,0.319,0.421,0.4249,0.4903,0.527
6042,0.3101,0.3976,0.4629,0.4678,0.4985
6043,0.3138,0.3746,0.413,0.4851,0.5172
6044,0.3204,0.3905,0.4562,0.4913,0.5176
6045,0.3198,0.3849,0.4178,0.5007,0.5127
6046,0.3123,0.3969,0.4346,0.4868,0.5309
6047,0.3133,0.3762,0.4421,0.4844,0.5016
6048,0.3207,0.4006,0.461,0.4763,0.5199
6049,0.3157,0.4001,0.4402,0.49,0.5072
6050,0.3117,0.4135,0.4545,0.465,0.5141
6051,0.3219,0.4092,0.4318,0.4933,0.4976
6052,0.3231,0.3886,0.4371,0.4876,0.527
6053,0.3195,0.3943,0.4593,0.4967,0.5224
6054,0.318,0.4063,0.4353,0.495,0.5103
6055,0.3214,0.3761,0.4365,0.5015,0.5328
6056,0.3189,0.3978,0.4439,0.4718,0.516
6057,0.3129,0.4074,0.4652,0.4935,0.5264
6058,0.2977,0.4079,0.4481,0.5058,0.5192
6059,0.3201,0.4043,0.4342,0.4797,0.5142
6060,0.3108,0.3937,0.4602,0.4842,0.5267
6061,0.3137,0.3692,0.4254,0.5021,0.505
6062,0.3232,0.3724,0.4441,0.4807,0.5143
6063,0.3099,0.4139,0.4198,0.4946,0.5224
6064,0.3239,0.3764,0.4794,0.4914,0.4953
6065,0.3193,0.3837,0.4522,0.4752,0.4978
6066,0.3127,0.3978,0.4559,0.4916,0.5264
6067,0.321,0.3929,0.4275,0.4935,0.5111
6068,0.3249,0.3993,0.438,0.4807,0.5134
6069,0.3191,0.3988,0.4702,0.4915,0.5228
6070,0.3245,0.3932,0.4555,0.4998,0.5051
6071,0.322,0.391,0.4324,0.495,0.5215
6072,0.3216,0.3998,0.4427,0.4964,0.5121
6073,0.3116,0.4235,0.4401,0.5048,0.5149
6074,0.3233,0.386,0.4363,0.4921,0.5018
6075,0.3122,0.4192,0.4397,0.4812,0.5131
6076,0.3142,0.3798,0.4445,0.4738,0.5127
6077,0.3225,0.3861,0.4755,0.4812,0.5274
6078,0.3117,0.383,0.4443,0.4882,0.5152
6079,0.3243,0.4113,0.4431,0.4841,0.5067
6080,0.3107,0.4047,0.4569,0.4685,0.5088
6081,0.3185,0.3923,0.4551,0.4953,0.5158
6082,0.3122,0.4101,0.4716,0.4825,0.5118
6083,0.3119,0.4054,0.432,0.4902,0.5165
6084,0.3142,0.3923,0.4253,0.4827,0.5176
6085,0.325,0.3915,0.4622,0.5075,0.5055
6086,0.3207,0.4064,0.4521,0.4765,0.5017
6087,0.3197,0.3879,0.4471,0.4799,0.5088
6088,0.3166,0.4056,0.4241,0.4761,0.5154
6089,0.3261,0.4008,0.468,0.4801,0.5145
6090,0.3296,0.4048,0.4371,0.5002,0.5181
6091,0.3087,0.3997,0.4775,0.4857,0.5273
6092,0.3096,0.3885,0.4371,0.4951,0.532
6093,0.3153,0.3804,0.4441,0.4719,0.5217
6094,0.3236,0.3962,0.4595,0.5102,0.5116
6095,0.3249,0.4205,0.4446,0.4872,0.5118
6096,0.3169,0.401,0.4526,0.4668,0.5028
6097,0.3233,0.4,0.4434,0.4906,0.5275
6098,0.3102,0.4123,0.4277,0.4927,0.5377
6099,0.3226,0.3858,0.442,0.4573,0.5047
6100,0.327,0.3927,0.461,0.4867,0.5033
6101,0.3213,0.3723,0.4423,0.4711,0.5113
6102,0.3094,0.3965,0.4818,0.4829,0.5116
6103,0.3143,0.4131,0.4295,0.4702,0.5185
6104,0.3255,0.384,0.4674,0.4811,0.5204
6105,0.3244,0.3848,0.4629,0.501,0.5212
6106,0.3188,0.399,0.4632,0.4871,0.5253
6107,0.3084,0.4104,0.4477,0.473,0.5135
6108,0.3146,0.4027,0.4506,0.4834,0.5022
6109,0.3145,0.3825,0.445,0.4906,0.5296
6110,0.3114,0.3815,0.4578,0.486,0.5047
6111,0.3157,0.3931,0.4616,0.4864,0.498
6112,0.3179,0.3834,0.4552,0.4846,0.5192
6113,0.3185,0.4056,0.4392,0.4869,0.5193
6114,0.3014,0.4011,0.4427,0.4901,0.5139
6115,0.3156,0.3754,0.4433,0.4768,0.5184
6116,0.314,0.3992,0.441,0.4893,0.5019
6117,0.3254,0.401,0.414,0.4822,0.5244
6118,0.3034,0.3806,0.4563,0.4936,0.505
6119,0.3115,0.3922,0.4368,0.479,0.5322
6120,0.309,0.4106,0.4478,0.4941,0.5059
6121,0.3152,0.3861,0.4437,0.494,0.5075
6122,0.3107,0.3939,0.4505,0.49,0.517
6123,0.312,0.3762,0.4417,0.4902,0.5143
6124,0.3211,0.3804,0.4619,0.5009,0.5133
6125,0.3151,0.4251,0.4515,0.4929,0.508
6126,0.3185,0.3987,0.4329,0.4746,0.5138
6127,0.3193,0.3997,0.4579,0.4839,0.5016
6128,0.3193,0.4047,0.4523,0.4765,0.512
6129,0.3182,0.3908,0.4391,0.471,0.5183
6130,0.3154,0.3901,0.4408,0.4847,0.5131
6131,0.3235,0.3907,0.4778,0.4923,0.5234
6132,0.3207,0.3885,0.4479,0.5007,0.5065
6133,0.3165,0.3841,0.4429,0.4866,0.4999
6134,0.3161,0.3783,0.4255,0.4718,0.5106
6135,0.3214,0.4094,0.4495,0.4872,0.5267
6136,0.3227,0.4006,0.4742,0.4987,0.5028
6137,0.3184,0.3925,0.4315,0.4923,0.5135
6138,0.3182,0.4075,0.4517,0.5142,0.5149
6139,0.3229,0.4067,0.4335,0.4875,0.522
6140,0.3082,0.3868,0.4587,0.4905,0.5034
6141,0.3181,0.3951,0.4467,0.4901,0.5096
6142,0.308,0.4051,0.4377,0.49,0.5234
6143,0.311,0.3901,0.4569,0.4954,0.5101
6144,0.3138,0.3873,0.4592,0.4924,0.5198
6145,0.3193,0.3908,0.447,0.5131,0.529
6146,0.3161,0.3847,0.4443,0.5132,0.508
6147,0.3115,0.3824,0.4395,0.4979,0.5192
6148,0.3245,0.3684,0.4576,0.4882,0.5147
6149,0.3211,0.3912,0.4741,0.4812,0.5263
6150,0.3163,0.3881,0.4563,0.5008,0.5152
6151,0.3168,0.3766,0.4499,0.5011,0.5146
6152,0.3182,0.3851,0.461,0.5032,0.5226
6153,0.3294,0.4008,0.4656,0.4721,0.5049
6154,0.3192,0.4111,0.4581,0.5026,0.5191
6155,0.3243,0.3879,0.4408,0.4908,0.5136
6156,0.311,0.4103,0.458,0.5063,0.5224
6157,0.3166,0.39,0.4396,0.4971,0.517
6158,0.3209,0.3971,0.4312,0.4816,0.525
6159,0.3034,0.3752,0.4665,0.4892,0.5196
6160,0.3181,0.3866,0.4246,0.4842,0.5112
6161,0.3074,0.3875,0.4589,0.4744,0.5252
6162,0.316,0.4111,0.4549,0.4679,0.5139
6163,0.324,0.4107,0.4586,0.5119,0.5101
6164,0.3237,0.3931,0.429,0.4908,0.5195
6165,0.312,0.3824,0.4683,0.5046,0.5001
6166,0.3166,0.4054,0.4329,0.5,0.5036
6167,0.3204,0.3938,0.4698,0.4621,0.5014
6168,0.3242,0.3942,0.4294,0.4784,0.5156
6169,0.3108,0.398,0.4594,0.5005,0.5071
6170,0.3166,0.4016,0.4397,0.4975,0.5151
6171,0.3237,0.3901,0.466,0.4859,0.5173
6172,0.31,0.3984,0.4433,0.4847,0.5156
6173,0.3198,0.393,0.4474,0.4872,0.528
6174,0.3186,0.3892,0.444,0.5033,0.5277
6175,0.3145,0.3847,0.4587,0.4963,0.5153
6176,0.3121,0.4151,0.4545,0.4887,0.5043
6177,0.3086,0.3792,0.451,0.5024,0.4991
6178,0.3178,0.4017,0.4612,0.5068,0.5137
6179,0.3097,0.3985,0.4587,0.5027,0.5225
6180,0.3208,0.3968,0.4347,0.5105,0.5
6181,0.311,0.421,0.4352,0.4904,0.5198
6182,0.3093,0.4104,0.456,0.492,0.5259
6183,0.3314,0.4024,0.435,0.5142,0.5095
6184,0.3093,0.3984,0.4658,0.4785,0.5256
6185,0.301,0.4033,0.4454,0.4862,0.5172
6186,0.3074,0.3875,0.4462,0.4985,0.5142
6187,0.315,0.395,0.4555,0.5081,0.5131
6188,0.3152,0.3831,0.4374,0.4945,0.5117
6189,0.3094,0.3758,0.4517,0.4735,0.5195
6190,0.3135,0.3954,0.458,0.4759,0.5199
6191,0.3127,0.4006,0.4411,0.4958,0.4979
6192,0.3084,0.3763,0.4531,0.4968,0.517
6193,0.3221,0.3837,0.4211,0.4809,0.5078
6194,0.3197,0.3819,0.4343,0.4692,0.514
6195,0.3193,0.4122,0.4076,0.4876,0.5174
6196,0.3071,0.4138,0.4567,0.494,0.5296
6197,0.3217,0.4021,0.4402,0.501,0.5223
6198,0.3267,0.4002,0.4595,0.4969,0.5208
6199,0.3131,0.413,0.4377,0.4776,0.5145
6200,0.3139,0.3785,0.4674,0.4641,0.5309
6201,0.3145,0.4032,0.4719,0.5012,0.5313
6202,0.3127,0.3939,0.4546,0.4823,0.5248
6203,0.3171,0.3997,0.4212,0.4765,0.5263
6204,0.3129,0.4025,0.4457,0.5098,0.5198
6205,0.3037,0.4111,0.4646,0.4692,0.5257
6206,0.3165,0.409,0.4633,0.5003,0.529
6207,0.3213,0.4074,0.4246,0.49,0.5149
6208,0.3132,0.3755,0.4357,0.4823,0.5237
6209,0.3175,0.4012,0.4529,0.4948,0.5065
6210,0.3201,0.3966,0.4396,0.482,0.5101
6211,0.3201,0.3729,0.4536,0.491,0.5212
6212,0.3218,0.388,0.415,0.4863,0.5047
6213,0.3193,0.3925,0.4536,0.4684,0.5145
6214,0.3186,0.4042,0.471,0.4903,0.5266
6215,0.3139,0.3996,0.4498,0.4705,0.5228
6216,0.3051,0.3964,0.4746,0.4809,0.5058
6217,0.3221,0.4066,0.4466,0.4916,0.519
6218,0.3125,0.3884,0.4669,0.4802,0.5101
6219,0.3232,0.3811,0.4432,0.5138,0.5045
6220,0.3192,0.3997,0.4239,0.5158,0.5178
6221,0.3073,0.4136,0.4537,0.4816,0.5154
6222,0.3063,0.364,0.4528,0.4827,0.5214
6223,0.3206,0.3942,0.462,0.4857,0.4997
6224,0.3154,0.3855,0.4524,0.5006,0.5209
