Iteration,Proportion Test,Proportion Test (Sim Results Dual1High.Csv),Proportion Test (Sim Results Dual2High.Csv),Proportion Test (Sim Results Dual3High.Csv),Proportion Test (Sim Results Dual4High.Csv)
6225,0.3208,0.4048,0.4517,0.4801,0.5223
6226,0.3273,0.4023,0.4351,0.5049,0.5285
6227,0.3197,0.405,0.4545,0.4933,0.5124
6228,0.3217,0.3929,0.4592,0.5053,0.5109
6229,0.3299,0.4091,0.4456,0.4993,0.4996
6230,0.3198,0.3912,0.4316,0.4892,0.5085
6231,0.3131,0.3961,0.4547,0.4831,0.5032
6232,0.3179,0.3939,0.4476,0.4954,0.5156
6233,0.3194,0.4008,0.4291,0.4815,0.508
6234,0.3237,0.3978,0.444,0.488,0.507
6235,0.3218,0.3986,0.4404,0.5017,0.526
6236,0.3188,0.415,0.4553,0.5005,0.5073
6237,0.322,0.4044,0.4581,0.4785,0.5145
6238,0.3219,0.3962,0.4389,0.4766,0.5193
6239,0.326,0.4091,0.4635,0.4897,0.506
6240,0.3168,0.3679,0.4509,0.4802,0.5104
6241,0.3256,0.3765,0.448,0.4876,0.4927
6242,0.3136,0.4259,0.4624,0.4772,0.5143
6243,0.3165,0.3892,0.4227,0.4831,0.5151
6244,0.3135,0.3765,0.4458,0.486,0.5172
6245,0.3123,0.4123,0.4376,0.4838,0.5149
6246,0.3104,0.3985,0.4467,0.4948,0.5166
6247,0.3155,0.4005,0.4719,0.4966,0.5114
6248,0.3165,0.3939,0.4144,0.4997,0.5042
6249,0.3128,0.3913,0.4602,0.486,0.5246
6250,0.3096,0.4145,0.4478,0.4891,0.513
6251,0.3198,0.4006,0.4489,0.4988,0.514
6252,0.3206,0.3823,0.4394,0.4815,0.5211
6253,0.3156,0.3762,0.4383,0.49,0.5075
6254,0.3145,0.3899,0.4397,0.499,0.5176
6255,0.3202,0.4007,0.448,0.4921,0.5081
6256,0.3317,0.3675,0.477,0.4844,0.517
6257,0.3193,0.3948,0.4487,0.4933,0.5276
6258,0.3122,0.409,0.459,0.4965,0.5289
6259,0.3108,0.3882,0.4379,0.5041,0.5048
6260,0.3266,0.3854,0.4589,0.4946,0.522
6261,0.3154,0.4177,0.4646,0.4905,0.5151
6262,0.3107,0.4087,0.4428,0.4905,0.5115
6263,0.3053,0.3858,0.4484,0.5056,0.5176
6264,0.3197,0.4017,0.4493,0.4864,0.5067
6265,0.3151,0.4085,0.4442,0.488,0.5266
6266,0.3185,0.4138,0.4619,0.4875,0.5184
6267,0.3204,0.3715,0.4657,0.494,0.5234
6268,0.3221,0.3894,0.4608,0.4964,0.5267
6269,0.3123,0.3849,0.4499,0.4807,0.5262
6270,0.3128,0.3911,0.4574,0.4838,0.5182
6271,0.3198,0.3788,0.4519,0.4908,0.5197
6272,0.3266,0.366,0.4545,0.4986,0.516
6273,0.314,0.4213,0.4488,0.4998,0.5348
6274,0.3107,0.3762,0.4528,0.4866,0.5254
6275,0.3133,0.3895,0.4532,0.4858,0.501
6276,0.3166,0.3982,0.4452,0.4905,0.5389
6277,0.3117,0.4106,0.4452,0.4628,0.5055
6278,0.3038,0.3906,0.4327,0.4969,0.5326
6279,0.3191,0.4064,0.4634,0.4873,0.5029
6280,0.3163,0.421,0.4613,0.4767,0.5127
6281,0.3063,0.4072,0.4379,0.5132,0.5143
6282,0.3135,0.3805,0.4537,0.494,0.5154
6283,0.325,0.3899,0.4503,0.4936,0.5087
6284,0.3237,0.3978,0.4504,0.4844,0.5202
6285,0.3248,0.4076,0.4687,0.4971,0.5222
6286,0.3147,0.3947,0.4573,0.4831,0.5265
6287,0.3259,0.4031,0.4669,0.495,0.5163
6288,0.3164,0.3921,0.4417,0.4883,0.5231
6289,0.3202,0.3783,0.457,0.4863,0.5081
6290,0.3134,0.4128,0.4564,0.4744,0.5153
6291,0.3126,0.3839,0.4583,0.4927,0.5182
6292,0.3125,0.416,0.4314,0.4765,0.51
6293,0.31,0.3965,0.448,0.4856,0.5182
6294,0.3189,0.4021,0.4378,0.4902,0.5134
6295,0.3049,0.4103,0.4586,0.4712,0.5167
6296,0.3171,0.3977,0.4353,0.4715,0.5053
6297,0.312,0.4036,0.457,0.4891,0.5175
6298,0.3082,0.3942,0.4486,0.4952,0.5182
6299,0.3186,0.39,0.4341,0.4877,0.528
6300,0.3237,0.3886,0.463,0.4908,0.5014
6301,0.3166,0.3924,0.4399,0.4944,0.518
6302,0.3141,0.3879,0.4492,0.4933,0.5164
6303,0.3092,0.3891,0.459,0.4978,0.5117
6304,0.3137,0.3955,0.4589,0.5071,0.5299
6305,0.3208,0.3782,0.4633,0.4956,0.5233
6306,0.3163,0.4007,0.4393,0.5023,0.5009
6307,0.3156,0.3686,0.4458,0.4805,0.5077
6308,0.3148,0.4017,0.4624,0.4851,0.5214
6309,0.3143,0.3972,0.4572,0.4971,0.5353
6310,0.3139,0.4085,0.4677,0.4968,0.5201
6311,0.2992,0.4006,0.4725,0.4754,0.5252
6312,0.3233,0.4063,0.4616,0.4807,0.5093
6313,0.3253,0.4096,0.45,0.4948,0.5149
6314,0.3247,0.3871,0.4541,0.4944,0.5123
6315,0.3145,0.4148,0.4215,0.4954,0.5102
6316,0.3113,0.4033,0.4704,0.4666,0.5164
6317,0.3218,0.3944,0.4502,0.4888,0.5035
6318,0.3124,0.3929,0.4342,0.4906,0.5042
6319,0.3165,0.387,0.4261,0.4592,0.5173
6320,0.3133,0.3765,0.4503,0.4943,0.5105
6321,0.3097,0.393,0.4699,0.5001,0.5255
6322,0.3214,0.3925,0.4206,0.5082,0.5054
6323,0.325,0.3956,0.4463,0.4967,0.5163
6324,0.3165,0.3927,0.4627,0.4946,0.4956
6325,0.3056,0.3935,0.4412,0.4918,0.5225
6326,0.3214,0.4128,0.4587,0.5119,0.5062
6327,0.3021,0.408,0.4626,0.4755,0.521
6328,0.3142,0.3787,0.466,0.5034,0.509
6329,0.3138,0.4012,0.4291,0.4768,0.5077
6330,0.3236,0.3905,0.445,0.4848,0.529
6331,0.3077,0.4105,0.4439,0.4862,0.504
6332,0.3078,0.4077,0.4381,0.5135,0.5006
6333,0.3247,0.4011,0.4392,0.4956,0.5191
6334,0.3132,0.3818,0.472,0.4921,0.5167
6335,0.3119,0.4002,0.4304,0.4821,0.5065
6336,0.3209,0.3951,0.4527,0.491,0.5195
6337,0.303,0.3957,0.4533,0.4828,0.5001
6338,0.3096,0.3986,0.4629,0.4874,0.5204
6339,0.3176,0.4005,0.4359,0.4954,0.5131
6340,0.3082,0.4023,0.4261,0.4855,0.504
6341,0.309,0.4118,0.4609,0.4974,0.5327
6342,0.3139,0.4082,0.4619,0.4865,0.5216
6343,0.3054,0.4182,0.4547,0.4931,0.5089
6344,0.3153,0.3997,0.4457,0.4797,0.5166
6345,0.3138,0.3751,0.4381,0.4945,0.5254
6346,0.3218,0.3897,0.4502,0.4896,0.5097
6347,0.3161,0.4206,0.4482,0.4898,0.5091
6348,0.3203,0.3766,0.4489,0.5074,0.5238
6349,0.3225,0.3775,0.439,0.4902,0.5043
6350,0.3121,0.4017,0.47,0.4781,0.5154
6351,0.3239,0.4109,0.4567,0.4935,0.5252
6352,0.324,0.404,0.4518,0.4906,0.5016
6353,0.3152,0.3727,0.4423,0.4633,0.5253
6354,0.3084,0.3835,0.4315,0.4941,0.5153
6355,0.3125,0.3911,0.4492,0.4825,0.5215
6356,0.3107,0.3809,0.4305,0.4985,0.5287
6357,0.3129,0.3934,0.4532,0.4833,0.5412
6358,0.316,0.3854,0.4568,0.4902,0.5164
6359,0.3263,0.3841,0.4478,0.5096,0.5055
6360,0.315,0.39,0.4477,0.4984,0.5065
6361,0.3217,0.3849,0.4536,0.4806,0.5191
6362,0.303,0.3998,0.4299,0.4907,0.517
6363,0.3052,0.3917,0.4552,0.4991,0.5159
6364,0.3234,0.3984,0.4349,0.4922,0.5191
6365,0.3242,0.4061,0.4274,0.4772,0.5022
6366,0.3164,0.4086,0.4524,0.5004,0.5006
6367,0.3073,0.405,0.4573,0.4921,0.5164
6368,0.313,0.379,0.4611,0.4947,0.5216
6369,0.3173,0.4129,0.4236,0.4794,0.5138
6370,0.3235,0.3859,0.4556,0.4915,0.5016
6371,0.3113,0.3916,0.4488,0.4741,0.4999
6372,0.3093,0.3908,0.4213,0.4957,0.5198
6373,0.3143,0.4024,0.447,0.4934,0.5011
6374,0.3095,0.4043,0.424,0.4753,0.5202
6375,0.3203,0.4003,0.4436,0.4983,0.5067
6376,0.321,0.3871,0.4205,0.463,0.5135
6377,0.3158,0.3985,0.4484,0.4837,0.5301
6378,0.3144,0.423,0.4275,0.5003,0.5092
6379,0.3035,0.3993,0.4519,0.497,0.5112
6380,0.3139,0.3692,0.4422,0.4912,0.508
6381,0.3228,0.3937,0.4401,0.4915,0.5053
6382,0.3162,0.4113,0.4388,0.4839,0.5063
6383,0.3199,0.3917,0.4532,0.5071,0.5185
6384,0.3154,0.4091,0.4448,0.5016,0.5339
6385,0.3216,0.3965,0.437,0.487,0.5167
6386,0.3149,0.3947,0.4394,0.5056,0.5151
6387,0.317,0.4031,0.4154,0.4792,0.5124
6388,0.3149,0.4025,0.4535,0.4767,0.5201
6389,0.3196,0.4031,0.4558,0.4781,0.5221
6390,0.3253,0.4113,0.4764,0.4811,0.5172
6391,0.3131,0.4042,0.4231,0.48,0.5205
6392,0.3135,0.371,0.4355,0.4845,0.5196
6393,0.3156,0.3818,0.4466,0.4949,0.5174
6394,0.3123,0.398,0.4504,0.4819,0.5141
6395,0.2994,0.4238,0.457,0.4958,0.5033
6396,0.3162,0.3937,0.4312,0.495,0.5155
6397,0.3156,0.3843,0.4654,0.4832,0.5081
6398,0.3164,0.3841,0.4407,0.4862,0.5117
6399,0.3155,0.3936,0.4485,0.4945,0.5096
6400,0.3176,0.4072,0.4566,0.4658,0.5147
6401,0.3237,0.4008,0.4564,0.4905,0.5388
6402,0.3126,0.411,0.4826,0.4811,0.5197
6403,0.3171,0.3823,0.4145,0.4782,0.5199
6404,0.3167,0.391,0.4523,0.481,0.5104
6405,0.3234,0.3768,0.4668,0.5151,0.5244
6406,0.3071,0.4039,0.4658,0.4994,0.5159
6407,0.3146,0.3923,0.4547,0.491,0.5043
6408,0.3134,0.3632,0.4485,0.4946,0.5068
6409,0.3248,0.4043,0.4509,0.4937,0.516
6410,0.3081,0.3918,0.462,0.5128,0.4993
6411,0.3124,0.3867,0.4467,0.4909,0.518
6412,0.3118,0.3942,0.4545,0.4895,0.5088
6413,0.3048,0.3844,0.4437,0.4777,0.5109
6414,0.3105,0.4099,0.4369,0.4866,0.5281
6415,0.3233,0.3834,0.4628,0.4886,0.5302
6416,0.3247,0.4017,0.4566,0.4788,0.5081
6417,0.3129,0.399,0.4536,0.487,0.5178
6418,0.3165,0.3782,0.46,0.4977,0.5088
6419,0.3164,0.4102,0.4589,0.5057,0.516
6420,0.3124,0.3829,0.4642,0.4899,0.5258
6421,0.3309,0.3904,0.4643,0.5187,0.5236
6422,0.3129,0.4137,0.4424,0.4931,0.5244
6423,0.3309,0.39,0.462,0.5133,0.5295
6424,0.3148,0.3728,0.4418,0.4857,0.5129
6425,0.3093,0.3799,0.4229,0.4937,0.5145
6426,0.3116,0.4058,0.4494,0.5032,0.5169
6427,0.3086,0.4005,0.4614,0.4832,0.5089
6428,0.3137,0.3846,0.4594,0.4851,0.5265
6429,0.3197,0.416,0.446,0.4791,0.5074
6430,0.3218,0.4119,0.4714,0.5073,0.5061
6431,0.3142,0.3839,0.442,0.4757,0.5223
6432,0.3212,0.3994,0.4624,0.4816,0.5203
6433,0.3163,0.4085,0.4582,0.4897,0.5175
6434,0.3221,0.3749,0.4482,0.4941,0.5162
6435,0.315,0.3761,0.4616,0.4681,0.5179
6436,0.3104,0.3821,0.4563,0.4885,0.5297
6437,0.3145,0.3961,0.4532,0.4881,0.493
6438,0.3101,0.3883,0.4541,0.4998,0.5062
6439,0.3087,0.4016,0.4642,0.4993,0.5231
6440,0.3214,0.4067,0.4532,0.4913,0.5075
6441,0.3188,0.409,0.4479,0.4932,0.5054
6442,0.3186,0.3964,0.4439,0.4889,0.5255
6443,0.3014,0.4046,0.4321,0.479,0.51
6444,0.322,0.3654,0.4426,0.4877,0.5013
6445,0.3227,0.4251,0.439,0.4658,0.5142
6446,0.316,0.4164,0.4698,0.4929,0.5176
6447,0.3105,0.3669,0.4333,0.5062,0.4989
6448,0.3174,0.4053,0.4677,0.4928,0.5138
6449,0.3242,0.4022,0.4564,0.4961,0.5038
6450,0.3236,0.3966,0.4403,0.4898,0.5109
6451,0.3189,0.4131,0.4678,0.4959,0.5064
6452,0.3084,0.4062,0.4368,0.4637,0.5255
6453,0.3125,0.3962,0.4621,0.4972,0.4956
6454,0.315,0.3991,0.4538,0.4784,0.5109
6455,0.3122,0.3908,0.4259,0.5,0.5165
6456,0.3153,0.3966,0.4723,0.4997,0.5161
6457,0.3261,0.3959,0.4613,0.4829,0.5156
6458,0.3085,0.3865,0.4658,0.4909,0.5146
6459,0.3193,0.3826,0.4407,0.512,0.5286
6460,0.3174,0.4008,0.4447,0.4858,0.5106
6461,0.3085,0.3791,0.4578,0.4988,0.5188
6462,0.3194,0.3894,0.4602,0.477,0.5016
6463,0.3195,0.4081,0.4516,0.4939,0.53
6464,0.3159,0.4037,0.4522,0.4826,0.5342
6465,0.3147,0.3824,0.4509,0.4824,0.5155
6466,0.3117,0.404,0.4678,0.4827,0.5161
6467,0.3168,0.4093,0.4248,0.4751,0.5217
6468,0.3128,0.3919,0.4469,0.4893,0.522
6469,0.3173,0.4116,0.4413,0.4975,0.5013
6470,0.3122,0.3935,0.4584,0.5052,0.5337
6471,0.3126,0.4002,0.4505,0.4774,0.5145
6472,0.3169,0.373,0.4565,0.4697,0.5165
6473,0.3112,0.3807,0.4703,0.4804,0.5127
6474,0.3152,0.393,0.4637,0.4851,0.5252
6475,0.3194,0.4017,0.4446,0.4783,0.5141
6476,0.3168,0.3907,0.4647,0.4947,0.5196
6477,0.32,0.4109,0.4602,0.5,0.5212
6478,0.302,0.3879,0.466,0.486,0.5076
6479,0.3119,0.3956,0.437,0.4999,0.5167
6480,0.3192,0.4036,0.458,0.4918,0.5308
6481,0.3099,0.3755,0.4508,0.4839,0.4979
6482,0.3164,0.3812,0.4108,0.4847,0.53
6483,0.311,0.3864,0.4437,0.4979,0.5224
6484,0.322,0.3986,0.4382,0.5018,0.5161
6485,0.3172,0.4096,0.4279,0.4972,0.5221
6486,0.3187,0.3887,0.4572,0.5062,0.5054
6487,0.318,0.4038,0.4557,0.4763,0.5157
6488,0.3251,0.4024,0.4398,0.4873,0.5165
6489,0.3126,0.3897,0.4405,0.4817,0.5113
6490,0.3167,0.3905,0.4648,0.4808,0.5224
6491,0.3144,0.4078,0.4397,0.5064,0.5055
6492,0.3147,0.3938,0.4536,0.4816,0.5143
6493,0.3039,0.3657,0.4551,0.5088,0.5267
6494,0.3132,0.3856,0.4428,0.5044,0.5271
6495,0.3198,0.3988,0.4559,0.4956,0.5212
6496,0.3098,0.3928,0.4703,0.4833,0.5088
6497,0.3143,0.3755,0.4441,0.4546,0.5187
6498,0.3187,0.3943,0.4532,0.5027,0.5206
6499,0.3141,0.3796,0.4502,0.4857,0.5186
6500,0.3198,0.4158,0.4465,0.475,0.5313
6501,0.3127,0.3925,0.4601,0.489,0.5019
6502,0.3104,0.3959,0.4268,0.4831,0.5006
6503,0.3134,0.3723,0.4369,0.4727,0.5242
6504,0.3225,0.4074,0.4712,0.5067,0.518
6505,0.3211,0.3841,0.4709,0.4774,0.5221
6506,0.3187,0.3963,0.4444,0.4773,0.5068
6507,0.315,0.3787,0.4441,0.4865,0.5158
6508,0.3136,0.395,0.4595,0.4924,0.5156
6509,0.3258,0.3806,0.4549,0.4937,0.5136
6510,0.3162,0.4078,0.4421,0.4867,0.5137
6511,0.3105,0.3645,0.453,0.4795,0.5246
6512,0.3278,0.3924,0.435,0.482,0.5237
6513,0.3269,0.4092,0.4404,0.4792,0.5058
6514,0.3235,0.3768,0.429,0.4753,0.5218
6515,0.3167,0.4195,0.4628,0.4872,0.5195
6516,0.3236,0.4021,0.4652,0.5027,0.5166
6517,0.3176,0.3793,0.4318,0.4953,0.5089
6518,0.3229,0.4038,0.428,0.4704,0.5113
6519,0.3227,0.3962,0.447,0.4862,0.5084
6520,0.3093,0.4029,0.4425,0.4836,0.5024
6521,0.3141,0.3913,0.4184,0.4709,0.5188
6522,0.3147,0.4027,0.4399,0.491,0.5249
6523,0.3203,0.3963,0.4449,0.5006,0.5067
6524,0.3189,0.3842,0.4506,0.4835,0.5037
6525,0.3232,0.3929,0.4753,0.494,0.5281
6526,0.3147,0.381,0.4294,0.5016,0.5061
6527,0.3195,0.3947,0.4514,0.4925,0.5255
6528,0.3188,0.3928,0.4402,0.488,0.5213
6529,0.3166,0.3936,0.4371,0.4878,0.5247
6530,0.3117,0.385,0.4654,0.4721,0.5118
6531,0.3223,0.3738,0.4402,0.5039,0.5018
6532,0.3172,0.3936,0.4691,0.4769,0.5079
6533,0.3176,0.392,0.4781,0.4874,0.5211
6534,0.3153,0.4029,0.4492,0.4892,0.5018
6535,0.3168,0.4016,0.4461,0.4811,0.5137
6536,0.3203,0.3919,0.456,0.4699,0.5178
6537,0.3191,0.4064,0.4389,0.4847,0.5192
6538,0.3216,0.4147,0.4515,0.48,0.5156
6539,0.3226,0.3917,0.436,0.4902,0.5247
6540,0.3224,0.3856,0.4648,0.4885,0.5172
6541,0.3127,0.4041,0.4286,0.4835,0.4997
6542,0.3194,0.3917,0.4478,0.4963,0.5064
6543,0.3177,0.3718,0.4601,0.4996,0.5266
6544,0.3061,0.3884,0.4851,0.4872,0.5182
6545,0.3248,0.3996,0.4527,0.4754,0.5085
6546,0.322,0.4082,0.4563,0.4901,0.5007
6547,0.3164,0.3788,0.4557,0.4727,0.5157
6548,0.311,0.3987,0.4348,0.5008,0.5087
6549,0.3182,0.4038,0.4403,0.4737,0.5192
6550,0.3194,0.3686,0.4456,0.498,0.5045
6551,0.3069,0.423,0.4331,0.5005,0.5158
6552,0.325,0.4004,0.4321,0.4985,0.5166
6553,0.3126,0.3872,0.4413,0.4898,0.5034
6554,0.3088,0.4215,0.4506,0.4775,0.5152
6555,0.3218,0.3869,0.4439,0.4977,0.5245
6556,0.3071,0.3861,0.4372,0.4999,0.5189
6557,0.3141,0.4006,0.456,0.4923,0.5259
6558,0.3099,0.3979,0.4513,0.4843,0.5204
6559,0.3108,0.4058,0.457,0.4851,0.5224
6560,0.3098,0.42,0.421,0.5089,0.5258
6561,0.3139,0.3946,0.437,0.5016,0.5128
6562,0.3233,0.416,0.4464,0.4806,0.5263
6563,0.3193,0.4062,0.4534,0.4875,0.5229
6564,0.3095,0.4106,0.4363,0.4793,0.5072
6565,0.3152,0.3986,0.4448,0.489,0.5157
6566,0.3109,0.4122,0.4355,0.495,0.5219
6567,0.316,0.3866,0.4719,0.4893,0.5298
6568,0.3216,0.3998,0.4501,0.4929,0.5104
6569,0.3206,0.4198,0.4352,0.465,0.5053
6570,0.3184,0.4034,0.4337,0.4952,0.5162
6571,0.3216,0.3745,0.4556,0.4839,0.53
6572,0.3203,0.4039,0.452,0.4707,0.5082
6573,0.3083,0.3847,0.4531,0.4855,0.5078
6574,0.3158,0.3877,0.4761,0.4766,0.5016
6575,0.3214,0.3785,0.4434,0.4868,0.503
6576,0.3228,0.4031,0.4181,0.4762,0.5038
6577,0.3134,0.3919,0.4723,0.4714,0.5174
6578,0.3317,0.4177,0.4431,0.4872,0.5294
6579,0.3247,0.394,0.4495,0.4697,0.5332
6580,0.3162,0.3949,0.4306,0.5045,0.4986
6581,0.3164,0.403,0.4478,0.4876,0.5145
6582,0.3118,0.4006,0.4597,0.4796,0.5336
6583,0.3171,0.3769,0.4546,0.5014,0.5057
6584,0.3123,0.3903,0.4357,0.4876,0.5118
6585,0.3213,0.3839,0.4384,0.4965,0.528
6586,0.3133,0.3909,0.4637,0.4813,0.517
6587,0.3191,0.4073,0.45,0.4889,0.5283
6588,0.3179,0.3999,0.4457,0.47,0.5028
6589,0.3155,0.3997,0.463,0.4904,0.5128
6590,0.3179,0.3972,0.4734,0.4809,0.5193
6591,0.3222,0.3848,0.4494,0.4932,0.5144
6592,0.3141,0.3946,0.4622,0.4967,0.5201
6593,0.3163,0.3817,0.456,0.4913,0.5088
6594,0.3099,0.3882,0.4579,0.4909,0.5033
6595,0.3141,0.4202,0.4789,0.4772,0.5053
6596,0.3107,0.3806,0.4203,0.4701,0.5022
6597,0.3149,0.3973,0.4622,0.4807,0.506
6598,0.3193,0.375,0.4592,0.4714,0.5035
6599,0.3068,0.3803,0.4486,0.4893,0.5111
6600,0.3154,0.3891,0.4633,0.4799,0.5158
6601,0.3048,0.4014,0.4408,0.4907,0.504
6602,0.318,0.3921,0.4437,0.4807,0.5231
6603,0.3073,0.4149,0.4613,0.4889,0.4938
6604,0.3176,0.3863,0.4513,0.4899,0.5133
6605,0.31,0.4195,0.4481,0.4842,0.5204
6606,0.3149,0.4023,0.4515,0.4804,0.5086
6607,0.3169,0.3997,0.435,0.4823,0.5142
6608,0.3162,0.4015,0.4363,0.482,0.512
6609,0.3166,0.3844,0.4394,0.501,0.509
6610,0.3158,0.4048,0.4493,0.4774,0.5119
6611,0.3109,0.4034,0.4443,0.4951,0.5301
6612,0.3179,0.4019,0.4435,0.5159,0.5098
6613,0.3254,0.3686,0.4573,0.4873,0.5154
6614,0.3082,0.4141,0.4272,0.4849,0.5148
6615,0.2988,0.3847,0.4275,0.4976,0.5071
6616,0.3124,0.4032,0.4464,0.4893,0.5108
6617,0.3132,0.3938,0.4529,0.4803,0.5176
6618,0.318,0.3906,0.4396,0.4933,0.521
6619,0.3182,0.4018,0.4575,0.4707,0.527
6620,0.3199,0.3919,0.4571,0.5005,0.5057
6621,0.3108,0.3867,0.4465,0.4938,0.5128
6622,0.3213,0.3988,0.4564,0.472,0.5048
6623,0.3116,0.4041,0.454,0.4836,0.5213
6624,0.3052,0.4041,0.4342,0.4797,0.4971
6625,0.324,0.3936,0.4532,0.4822,0.5092
6626,0.3213,0.3979,0.4667,0.4859,0.531
6627,0.3188,0.3924,0.4663,0.4925,0.5098
6628,0.3277,0.4013,0.4135,0.4835,0.5159
6629,0.3123,0.3718,0.4551,0.4826,0.5058
6630,0.3247,0.4109,0.4358,0.492,0.5178
6631,0.3101,0.3799,0.4322,0.4744,0.5131
6632,0.3156,0.4162,0.4418,0.4972,0.5136
6633,0.3171,0.3881,0.4562,0.4961,0.5221
6634,0.3118,0.4001,0.4678,0.488,0.5128
6635,0.3253,0.407,0.4581,0.5015,0.5142
6636,0.321,0.4033,0.4582,0.4968,0.518
6637,0.3193,0.4201,0.4427,0.4965,0.5154
6638,0.317,0.4028,0.4697,0.485,0.5146
6639,0.3118,0.3745,0.4632,0.4878,0.5234
6640,0.3245,0.3919,0.4461,0.4771,0.5036
6641,0.3169,0.3841,0.4634,0.5013,0.5172
6642,0.3151,0.392,0.4626,0.475,0.515
6643,0.3115,0.4047,0.4482,0.5009,0.5192
6644,0.3172,0.3699,0.4278,0.4827,0.5152
6645,0.314,0.3843,0.458,0.4842,0.504
6646,0.3197,0.4198,0.4619,0.4808,0.5246
6647,0.3053,0.4083,0.4297,0.4611,0.5177
6648,0.3057,0.3965,0.4471,0.4855,0.5068
6649,0.3055,0.3995,0.4266,0.4911,0.5175
6650,0.304,0.3806,0.4498,0.4884,0.5173
6651,0.3224,0.4126,0.4534,0.5009,0.5079
6652,0.3224,0.3966,0.4562,0.4738,0.5213
6653,0.3154,0.3879,0.467,0.4792,0.5125
6654,0.3152,0.3942,0.4498,0.5089,0.5104
6655,0.3137,0.4014,0.4596,0.4885,0.5122
6656,0.3097,0.3883,0.4573,0.4912,0.5355
6657,0.3161,0.404,0.4487,0.4888,0.5212
6658,0.3162,0.3917,0.452,0.4881,0.5108
6659,0.3282,0.4017,0.454,0.494,0.4915
6660,0.3305,0.4058,0.4717,0.4845,0.505
6661,0.3104,0.395,0.4309,0.48,0.5177
6662,0.3137,0.3904,0.4604,0.4919,0.5223
6663,0.3201,0.3972,0.4407,0.4807,0.5313
6664,0.3154,0.4049,0.448,0.5011,0.5269
6665,0.3115,0.3993,0.4671,0.4815,0.5015
6666,0.3183,0.4129,0.4598,0.4907,0.5243
6667,0.3198,0.4154,0.4395,0.5034,0.5052
6668,0.3166,0.3984,0.4368,0.4862,0.5171
6669,0.3169,0.3833,0.4191,0.4864,0.5058
6670,0.3241,0.3916,0.4441,0.4894,0.5158
6671,0.3228,0.3957,0.4625,0.4802,0.5142
6672,0.3093,0.3838,0.4466,0.4836,0.5112
6673,0.3111,0.4145,0.4387,0.4862,0.5233
6674,0.3111,0.3841,0.4654,0.4925,0.5103
6675,0.3198,0.3978,0.4562,0.4877,0.5391
6676,0.3164,0.3989,0.4766,0.5111,0.5055
6677,0.3105,0.4036,0.429,0.4858,0.5071
6678,0.3234,0.3995,0.4426,0.4641,0.5146
6679,0.3174,0.3856,0.455,0.5062,0.5229
6680,0.3202,0.3785,0.4614,0.4735,0.4983
6681,0.3043,0.3891,0.4529,0.4897,0.5138
6682,0.3187,0.3973,0.4306,0.4858,0.5171
6683,0.3105,0.3807,0.4548,0.496,0.4966
6684,0.307,0.3737,0.4752,0.487,0.5035
6685,0.3212,0.4024,0.4712,0.4808,0.5056
6686,0.3105,0.4008,0.4699,0.4786,0.5169
6687,0.3194,0.3767,0.4597,0.4955,0.5147
6688,0.3157,0.4151,0.4264,0.483,0.5242
6689,0.3143,0.3924,0.4495,0.4786,0.5133
6690,0.3169,0.4048,0.4653,0.4872,0.5329
6691,0.3188,0.4094,0.4495,0.47,0.5186
6692,0.309,0.3753,0.4527,0.4668,0.5011
6693,0.3116,0.3929,0.4391,0.479,0.5189
6694,0.3086,0.3843,0.4431,0.4935,0.5031
6695,0.3094,0.3988,0.4467,0.4991,0.5091
6696,0.3172,0.4064,0.4436,0.5028,0.5061
6697,0.3113,0.4001,0.4318,0.4768,0.504
6698,0.3166,0.4022,0.4452,0.4738,0.5098
6699,0.3104,0.3886,0.4515,0.4817,0.5185
6700,0.3091,0.3956,0.43,0.4947,0.5098
6701,0.3126,0.411,0.4559,0.4902,0.5138
6702,0.3087,0.3896,0.4533,0.4843,0.5083
6703,0.3178,0.3789,0.4438,0.4956,0.5093
6704,0.3012,0.3886,0.4472,0.4655,0.4958
6705,0.3257,0.3913,0.4563,0.4812,0.5038
6706,0.3084,0.3849,0.4476,0.4947,0.5177
6707,0.3072,0.3832,0.4615,0.5116,0.5235
6708,0.3278,0.3837,0.4382,0.4963,0.5225
6709,0.3257,0.4062,0.4381,0.5001,0.522
6710,0.309,0.3806,0.4461,0.4876,0.5158
6711,0.3194,0.3847,0.449,0.5019,0.5245
6712,0.3126,0.4007,0.451,0.506,0.528
6713,0.3162,0.4089,0.4358,0.4814,0.5084
6714,0.3081,0.4171,0.4653,0.4962,0.5086
6715,0.3115,0.3901,0.4574,0.4989,0.5258
6716,0.3214,0.3933,0.46,0.4964,0.5146
6717,0.3203,0.3784,0.446,0.4909,0.5195
6718,0.3069,0.3939,0.4685,0.4887,0.506
6719,0.3256,0.3915,0.4663,0.4905,0.5178
6720,0.3202,0.4027,0.4443,0.4761,0.5188
6721,0.3141,0.3945,0.4456,0.491,0.4968
6722,0.3155,0.3981,0.4794,0.4853,0.5169
6723,0.3173,0.3858,0.4515,0.4848,0.5114
6724,0.3181,0.4026,0.4621,0.4798,0.5139
6725,0.315,0.4018,0.4493,0.503,0.5078
6726,0.3214,0.4118,0.4473,0.4852,0.5144
6727,0.3193,0.3961,0.4476,0.4964,0.5286
6728,0.3116,0.3986,0.4436,0.5055,0.5104
6729,0.3206,0.4142,0.4807,0.4983,0.5028
