Iteration,Policy Test,Policy Test (Sim Results Mandate1.Csv),Policy Test (Sim Results Mandate2.Csv),Policy Test (Sim Results Mandate3.Csv),Policy Test (Sim Results Mandate4.Csv),Policy Test (Sim Results Mandate5.Csv),Policy Test (Sim Results Mandate6.Csv),Policy Test (Sim Results Mandate7.Csv),Proportion Test
3061,0.538,0.5374,0.6455,0.6083,0.642,0.763,0.7069,0.872,0.3116
3062,0.5417,0.5597,0.6413,0.6463,0.6879,0.753,0.7716,0.8547,0.3254
3063,0.5022,0.5808,0.6092,0.6744,0.7232,0.7433,0.8224,0.8588,0.315
3064,0.5242,0.5021,0.6167,0.5853,0.6217,0.7205,0.6999,0.8189,0.3124
3065,0.5593,0.6266,0.6246,0.6662,0.6884,0.7008,0.7335,0.7774,0.3133
3066,0.5943,0.6078,0.6756,0.658,0.6796,0.7768,0.7273,0.8694,0.3111
3067,0.5022,0.6422,0.6283,0.737,0.7793,0.7809,0.8572,0.9068,0.3223
3068,0.448,0.6403,0.5566,0.7033,0.7424,0.6935,0.8236,0.8076,0.3239
3069,0.4464,0.6114,0.5548,0.7059,0.7587,0.6957,0.8577,0.805,0.3121
3070,0.5742,0.5309,0.6512,0.5944,0.6269,0.7296,0.6955,0.8144,0.31
3071,0.4557,0.5231,0.5824,0.6215,0.6703,0.7457,0.7711,0.8612,0.3129
3072,0.5034,0.5773,0.6196,0.6335,0.6716,0.7756,0.7414,0.8982,0.3191
3073,0.5693,0.5066,0.6673,0.5877,0.6292,0.785,0.7093,0.889,0.3073
3074,0.4951,0.5766,0.5756,0.6264,0.6512,0.6776,0.7022,0.7619,0.324
3075,0.5717,0.6133,0.6383,0.6602,0.6908,0.7149,0.7536,0.7904,0.3218
3076,0.5313,0.5743,0.6393,0.6707,0.7137,0.7566,0.7994,0.8644,0.3133
3077,0.5096,0.5327,0.6375,0.5946,0.6286,0.7956,0.6929,0.9221,0.3076
3078,0.4985,0.5718,0.624,0.6332,0.661,0.7819,0.7151,0.9037,0.3215
3079,0.5582,0.5722,0.6518,0.6664,0.714,0.7699,0.8047,0.8736,0.3221
3080,0.4401,0.5552,0.5497,0.6685,0.7258,0.6725,0.8364,0.7802,0.3186
3081,0.5605,0.6285,0.6292,0.7032,0.7442,0.6941,0.828,0.7697,0.3174
3082,0.5681,0.5461,0.6669,0.6324,0.6761,0.7835,0.7641,0.8867,0.3097
3083,0.47,0.5541,0.5791,0.6677,0.7193,0.7041,0.8245,0.8107,0.3101
3084,0.5791,0.5928,0.6759,0.6834,0.7279,0.7931,0.8105,0.9049,0.3179
3085,0.4542,0.5658,0.5696,0.6739,0.7242,0.7077,0.8206,0.814,0.3102
3086,0.5384,0.5982,0.6106,0.6659,0.6968,0.7004,0.7559,0.774,0.3178
3087,0.5501,0.5508,0.6296,0.6258,0.6627,0.726,0.7512,0.8101,0.3168
3088,0.4445,0.5701,0.5416,0.6607,0.7066,0.6642,0.8105,0.7657,0.3119
3089,0.4574,0.6126,0.5739,0.695,0.7292,0.718,0.8093,0.8288,0.3126
3090,0.4595,0.5764,0.579,0.644,0.6788,0.7418,0.7444,0.8685,0.3241
3091,0.46,0.5898,0.598,0.6434,0.6727,0.7697,0.7273,0.9031,0.315
3092,0.4823,0.6106,0.5753,0.6584,0.6822,0.6889,0.7343,0.7817,0.3213
3093,0.5652,0.5433,0.6571,0.6294,0.6771,0.7644,0.7811,0.8634,0.3093
3094,0.439,0.5882,0.5389,0.6428,0.6715,0.6691,0.7259,0.759,0.317
3095,0.5756,0.5648,0.6649,0.6294,0.6673,0.7692,0.7531,0.8634,0.321
3096,0.5289,0.6592,0.6138,0.7369,0.7777,0.7017,0.8545,0.795,0.3256
3097,0.4629,0.5524,0.5746,0.658,0.7135,0.7174,0.8203,0.8306,0.3138
3098,0.5083,0.5363,0.6269,0.6247,0.6726,0.7789,0.7659,0.9074,0.3071
3099,0.4738,0.6327,0.6116,0.7031,0.7416,0.7823,0.815,0.9157,0.3233
3100,0.5094,0.5936,0.6059,0.695,0.7446,0.721,0.85,0.8248,0.3089
3101,0.5069,0.5203,0.5934,0.6166,0.6633,0.6995,0.76,0.7888,0.3164
3102,0.5162,0.5694,0.6242,0.6504,0.6866,0.7606,0.768,0.8671,0.3176
3103,0.4951,0.613,0.5765,0.6831,0.7209,0.6725,0.7964,0.7643,0.3223
3104,0.4612,0.5474,0.5533,0.6193,0.6566,0.6648,0.7281,0.7584,0.3085
3105,0.5292,0.598,0.6351,0.6747,0.7068,0.7702,0.776,0.8794,0.3274
3106,0.5025,0.6142,0.585,0.7109,0.7552,0.6748,0.8435,0.7597,0.307
3107,0.4663,0.5966,0.6057,0.6783,0.723,0.7705,0.8087,0.9021,0.3111
3108,0.5048,0.5486,0.6023,0.618,0.6507,0.7007,0.7154,0.8043,0.3149
3109,0.4796,0.5742,0.5781,0.641,0.6738,0.6974,0.746,0.7902,0.3145
3110,0.5022,0.549,0.6302,0.6427,0.6896,0.7933,0.7864,0.9249,0.3184
3111,0.5124,0.5636,0.6206,0.6625,0.7122,0.7447,0.8165,0.8601,0.3155
3112,0.4652,0.5752,0.5906,0.6629,0.7053,0.7604,0.7877,0.8902,0.3201
3113,0.4528,0.5679,0.5694,0.6215,0.6514,0.707,0.7039,0.8203,0.3163
3114,0.4522,0.5402,0.5523,0.6149,0.649,0.6727,0.7175,0.7757,0.3132
3115,0.5274,0.6223,0.6176,0.7046,0.7501,0.7054,0.8446,0.803,0.3182
3116,0.4527,0.531,0.5636,0.6204,0.6619,0.6962,0.7396,0.807,0.316
3117,0.4976,0.6319,0.6235,0.7129,0.7531,0.7926,0.8472,0.9122,0.3201
3118,0.4602,0.6185,0.5565,0.6605,0.6817,0.682,0.7263,0.7884,0.3172
3119,0.4987,0.6054,0.6236,0.682,0.721,0.7751,0.7915,0.8979,0.3171
3120,0.5556,0.5462,0.6424,0.6485,0.6981,0.7447,0.7994,0.8379,0.3162
3121,0.4503,0.5396,0.5517,0.6208,0.6639,0.671,0.7416,0.7758,0.3071
3122,0.4655,0.5724,0.5722,0.666,0.7167,0.7062,0.818,0.8147,0.3155
3123,0.4641,0.6398,0.5953,0.7128,0.7473,0.7478,0.8151,0.8744,0.3239
3124,0.5665,0.5043,0.6469,0.587,0.6326,0.7452,0.7231,0.8321,0.3093
3125,0.4522,0.5094,0.5615,0.6029,0.648,0.6969,0.7254,0.8005,0.3163
3126,0.583,0.5827,0.6784,0.6776,0.7231,0.7914,0.8183,0.8984,0.309
3127,0.5579,0.599,0.6317,0.6776,0.7155,0.6975,0.7875,0.7768,0.3133
3128,0.5417,0.6463,0.6169,0.7211,0.7591,0.7003,0.8319,0.7827,0.3116
3129,0.4717,0.587,0.5955,0.692,0.7412,0.7457,0.8465,0.8644,0.3136
3130,0.563,0.6012,0.631,0.6979,0.7478,0.7045,0.8547,0.775,0.3153
3131,0.5841,0.5762,0.6785,0.6415,0.678,0.793,0.7472,0.896,0.3147
3132,0.565,0.6113,0.6547,0.707,0.754,0.7601,0.844,0.8527,0.3181
3133,0.4647,0.5405,0.5943,0.648,0.6937,0.7624,0.7861,0.8873,0.3136
3134,0.5282,0.5388,0.629,0.61,0.6417,0.765,0.7215,0.866,0.3112
3135,0.4913,0.5769,0.6046,0.6352,0.6674,0.745,0.7341,0.8495,0.3171
3136,0.5883,0.6197,0.6898,0.6869,0.7224,0.8184,0.8031,0.9242,0.3231
3137,0.4408,0.6252,0.5385,0.6943,0.7316,0.6533,0.8102,0.7467,0.3208
3138,0.5507,0.5364,0.6396,0.6619,0.7206,0.7388,0.8325,0.8309,0.3091
3139,0.5612,0.6217,0.6356,0.7039,0.7469,0.7204,0.8439,0.8025,0.3104
3140,0.4747,0.5995,0.5905,0.6712,0.7049,0.7231,0.7715,0.8321,0.3218
3141,0.4598,0.6314,0.5944,0.7139,0.7549,0.7557,0.8417,0.8922,0.3318
3142,0.5256,0.5605,0.6202,0.6627,0.7165,0.7439,0.8276,0.8405,0.3221
3143,0.5411,0.5929,0.6208,0.6596,0.6896,0.7209,0.7429,0.8002,0.3243
3144,0.4929,0.6085,0.5977,0.6901,0.7308,0.7271,0.8095,0.8318,0.3248
3145,0.5394,0.6225,0.6092,0.6814,0.7119,0.6825,0.7662,0.7592,0.3143
3146,0.5488,0.645,0.6577,0.7236,0.7625,0.7935,0.8517,0.9043,0.309
3147,0.4837,0.5983,0.5674,0.6508,0.6771,0.6629,0.7215,0.7499,0.3187
3148,0.4751,0.573,0.5967,0.6409,0.6769,0.75,0.753,0.8822,0.3137
3149,0.4448,0.6329,0.5488,0.712,0.7551,0.669,0.8345,0.7659,0.3194
3150,0.5078,0.5347,0.5869,0.6243,0.6693,0.6715,0.7502,0.755,0.3121
3151,0.4484,0.5504,0.5507,0.6364,0.6803,0.6737,0.765,0.7733,0.3149
3152,0.5382,0.5938,0.6582,0.6904,0.74,0.809,0.8367,0.9269,0.3176
3153,0.4229,0.6522,0.5257,0.7219,0.7635,0.6491,0.8501,0.7503,0.318
3154,0.4864,0.5215,0.5932,0.6069,0.6485,0.7207,0.7337,0.8319,0.3056
3155,0.5651,0.5209,0.6548,0.5953,0.6303,0.7654,0.6965,0.8559,0.3134
3156,0.5421,0.5919,0.6228,0.6754,0.7121,0.7198,0.7962,0.8063,0.3095
3157,0.5031,0.6433,0.6109,0.7089,0.7409,0.7536,0.8082,0.86,0.3136
3158,0.5644,0.538,0.6555,0.603,0.635,0.7652,0.7052,0.8678,0.3133
3159,0.5394,0.5529,0.6472,0.5981,0.6285,0.7776,0.6924,0.8899,0.3221
3160,0.5754,0.5372,0.6465,0.6611,0.7161,0.7191,0.8259,0.7948,0.3039
3161,0.5291,0.568,0.6184,0.6188,0.6452,0.7137,0.7101,0.8086,0.3221
3162,0.5146,0.641,0.6205,0.7014,0.7384,0.7436,0.814,0.853,0.3209
3163,0.5118,0.5513,0.6206,0.6257,0.664,0.7385,0.7376,0.8442,0.3193
3164,0.5049,0.6073,0.5904,0.6809,0.7212,0.6941,0.8057,0.7812,0.3245
3165,0.5639,0.6062,0.6453,0.6483,0.6731,0.7397,0.7159,0.8308,0.3145
3166,0.488,0.5079,0.5896,0.5897,0.6249,0.6994,0.695,0.7998,0.3176
3167,0.5892,0.5568,0.6867,0.6663,0.719,0.8059,0.8229,0.9207,0.3103
3168,0.4744,0.6415,0.5899,0.712,0.7486,0.7318,0.8226,0.8477,0.3157
3169,0.5301,0.5955,0.621,0.6576,0.6873,0.7356,0.7415,0.8284,0.315
3170,0.4365,0.5728,0.5293,0.6877,0.7379,0.6489,0.8311,0.7387,0.3159
3171,0.5563,0.5671,0.6427,0.6593,0.705,0.7536,0.7947,0.846,0.3074
3172,0.54,0.5176,0.6382,0.6089,0.657,0.7656,0.7452,0.8683,0.3177
3173,0.5538,0.5479,0.6637,0.6248,0.6587,0.791,0.7223,0.9101,0.3138
3174,0.4959,0.5928,0.6066,0.6925,0.7419,0.7391,0.8385,0.8501,0.3089
3175,0.5229,0.5965,0.63,0.6425,0.6695,0.7613,0.7258,0.8704,0.3158
3176,0.5207,0.648,0.6163,0.7196,0.755,0.7319,0.8312,0.8347,0.3208
3177,0.5482,0.6071,0.6386,0.6934,0.7317,0.7523,0.8065,0.8451,0.3136
3178,0.5579,0.5707,0.6491,0.6253,0.6555,0.7652,0.7276,0.8623,0.3269
3179,0.4756,0.6599,0.5847,0.7393,0.7821,0.7135,0.8608,0.8272,0.3159
3180,0.5731,0.6275,0.6808,0.7015,0.7344,0.8094,0.8013,0.9298,0.3247
3181,0.4627,0.5962,0.5535,0.6805,0.7185,0.6688,0.7995,0.7584,0.3227
3182,0.5992,0.5727,0.6954,0.6607,0.7074,0.8068,0.8036,0.913,0.3188
3183,0.4967,0.5715,0.6172,0.6407,0.6756,0.7754,0.7468,0.8989,0.3179
3184,0.5877,0.5686,0.673,0.6365,0.6701,0.7647,0.7284,0.8541,0.3113
3185,0.5772,0.6288,0.6724,0.688,0.7197,0.7881,0.7851,0.8948,0.3236
3186,0.4653,0.5242,0.5818,0.6184,0.6641,0.7317,0.7653,0.8392,0.3116
3187,0.4672,0.6443,0.572,0.7225,0.7657,0.7112,0.8611,0.8154,0.329
3188,0.5463,0.6206,0.6678,0.6803,0.7082,0.8148,0.7673,0.9334,0.3144
3189,0.5525,0.5405,0.629,0.6276,0.6713,0.721,0.7606,0.805,0.3171
3190,0.4715,0.5717,0.567,0.6583,0.7053,0.6848,0.7906,0.7784,0.3216
3191,0.5024,0.6102,0.6364,0.6765,0.7094,0.7941,0.773,0.9228,0.3227
3192,0.5079,0.5453,0.5909,0.6213,0.6585,0.6822,0.7355,0.7762,0.3164
3193,0.531,0.5482,0.6455,0.64,0.6872,0.7906,0.7844,0.9113,0.3086
3194,0.4828,0.5236,0.5906,0.6013,0.6375,0.7248,0.7183,0.8306,0.3181
3195,0.487,0.6181,0.5766,0.6999,0.7382,0.6726,0.8201,0.767,0.3224
3196,0.5223,0.5252,0.6281,0.5916,0.6293,0.7626,0.7083,0.8713,0.3154
3197,0.4465,0.5277,0.5474,0.5962,0.6296,0.6738,0.6998,0.7777,0.3197
3198,0.5067,0.5977,0.5931,0.6543,0.6821,0.6932,0.7463,0.7843,0.3163
3199,0.5745,0.5957,0.667,0.6901,0.744,0.7645,0.8485,0.8575,0.3269
3200,0.4957,0.6272,0.5903,0.7042,0.7418,0.7132,0.8234,0.8065,0.3253
3201,0.5505,0.6169,0.6453,0.6742,0.7005,0.7503,0.7511,0.8478,0.326
3202,0.5359,0.6164,0.6273,0.695,0.7371,0.735,0.8188,0.8296,0.313
3203,0.5235,0.5653,0.6057,0.6797,0.733,0.6938,0.846,0.7759,0.3112
3204,0.4674,0.4976,0.5765,0.5854,0.6269,0.6976,0.708,0.8047,0.3057
3205,0.5652,0.5947,0.6382,0.6624,0.7036,0.7134,0.7842,0.7915,0.3094
3206,0.5023,0.6156,0.5826,0.6581,0.6863,0.6681,0.7312,0.7529,0.3182
3207,0.4905,0.6415,0.5839,0.7052,0.7422,0.6955,0.8224,0.7884,0.3165
3208,0.4394,0.6166,0.5468,0.6997,0.7396,0.6862,0.827,0.7887,0.3201
3209,0.5707,0.5864,0.6604,0.6934,0.7454,0.7664,0.8376,0.8617,0.3163
3210,0.523,0.5699,0.6047,0.6226,0.6502,0.6953,0.7078,0.7769,0.32
3211,0.4785,0.581,0.5711,0.6384,0.6699,0.6816,0.7393,0.7831,0.314
3212,0.4916,0.6313,0.5829,0.7104,0.75,0.6809,0.8272,0.7668,0.3232
3213,0.453,0.6212,0.5734,0.6846,0.7196,0.7174,0.7902,0.8327,0.3208
3214,0.4414,0.5248,0.547,0.612,0.6546,0.6707,0.7417,0.7807,0.3143
3215,0.58,0.5456,0.675,0.6508,0.7069,0.8006,0.8195,0.9028,0.3098
3216,0.5462,0.5735,0.6522,0.6763,0.7269,0.7782,0.8218,0.8849,0.3128
3217,0.5342,0.616,0.6189,0.7077,0.7472,0.716,0.8331,0.8137,0.3264
3218,0.5414,0.6473,0.6152,0.7228,0.7576,0.6959,0.8245,0.7732,0.3215
3219,0.4593,0.6238,0.5583,0.7013,0.7434,0.6754,0.8195,0.7791,0.3162
3220,0.507,0.5238,0.6337,0.6191,0.6683,0.7805,0.7593,0.9034,0.312
3221,0.5431,0.5742,0.6485,0.6784,0.7279,0.7791,0.8211,0.8931,0.3154
3222,0.5798,0.5551,0.6607,0.6203,0.6512,0.7429,0.7087,0.8346,0.3198
3223,0.4383,0.6015,0.5528,0.649,0.6714,0.6904,0.7155,0.8053,0.3217
3224,0.5171,0.5079,0.6301,0.5936,0.6341,0.7745,0.7177,0.8964,0.3064
3225,0.4552,0.5387,0.5756,0.6214,0.6678,0.7227,0.7582,0.8435,0.312
3226,0.5439,0.5613,0.6565,0.6615,0.7078,0.7929,0.793,0.9062,0.307
3227,0.5894,0.605,0.6938,0.6966,0.7363,0.8169,0.8207,0.9237,0.3074
3228,0.5534,0.6265,0.6442,0.708,0.7505,0.759,0.8281,0.8494,0.3185
3229,0.5533,0.592,0.6708,0.6735,0.7156,0.8187,0.8031,0.9331,0.3091
3230,0.5334,0.4939,0.6113,0.5782,0.6177,0.6875,0.6985,0.7743,0.3179
3231,0.4852,0.6086,0.5894,0.6592,0.6864,0.726,0.742,0.8298,0.3173
3232,0.4739,0.547,0.5654,0.6521,0.7048,0.6775,0.8136,0.773,0.3197
3233,0.5196,0.5504,0.6076,0.6368,0.678,0.7055,0.761,0.7972,0.3129
3234,0.4589,0.5171,0.5787,0.6069,0.6517,0.7353,0.7367,0.8485,0.3183
3235,0.4983,0.5393,0.6087,0.6387,0.6844,0.7557,0.7755,0.8711,0.311
3236,0.5036,0.6244,0.6214,0.6872,0.7148,0.7581,0.7676,0.8825,0.3215
3237,0.4829,0.5475,0.6127,0.6422,0.6859,0.7769,0.769,0.9108,0.3124
3238,0.5436,0.5318,0.6504,0.605,0.6393,0.773,0.7093,0.8781,0.317
3239,0.5615,0.5776,0.6414,0.6266,0.659,0.7377,0.7216,0.8271,0.3188
3240,0.5463,0.5204,0.6635,0.6069,0.6511,0.8082,0.7401,0.9247,0.3163
3241,0.5153,0.5593,0.6274,0.6546,0.7003,0.7613,0.7983,0.8678,0.3064
3242,0.5497,0.5596,0.6182,0.6256,0.656,0.6924,0.7224,0.7639,0.3015
3243,0.5205,0.6102,0.6232,0.6792,0.7142,0.7437,0.7768,0.8466,0.3155
3244,0.5251,0.6153,0.6245,0.6826,0.7195,0.7403,0.7912,0.839,0.3185
3245,0.4623,0.5843,0.5742,0.6375,0.6661,0.7223,0.716,0.8384,0.3221
3246,0.4675,0.6498,0.5652,0.7292,0.7727,0.6897,0.8606,0.7882,0.3154
3247,0.4657,0.5495,0.6031,0.6419,0.686,0.762,0.7788,0.8931,0.3019
3248,0.5047,0.5957,0.5854,0.6372,0.6614,0.6871,0.7119,0.7709,0.3124
3249,0.5205,0.5566,0.595,0.6474,0.6902,0.6723,0.7735,0.7563,0.32
3250,0.4991,0.5592,0.6206,0.6462,0.6955,0.7766,0.7927,0.9023,0.3176
3251,0.5541,0.542,0.6587,0.6484,0.6998,0.7884,0.7976,0.8971,0.3151
3252,0.5112,0.5161,0.5949,0.5981,0.6429,0.694,0.7257,0.7789,0.3088
3253,0.5924,0.535,0.6933,0.599,0.6328,0.8133,0.7077,0.9238,0.3139
3254,0.4603,0.6022,0.5739,0.6484,0.6724,0.7073,0.7216,0.8225,0.3299
3255,0.5522,0.5036,0.6605,0.5827,0.6225,0.7849,0.7085,0.8887,0.3094
3256,0.4564,0.5985,0.595,0.6417,0.6676,0.7605,0.7141,0.8922,0.3198
3257,0.4955,0.5927,0.5902,0.6732,0.7094,0.6973,0.7791,0.7903,0.312
3258,0.5358,0.5021,0.6575,0.5942,0.6377,0.8067,0.7268,0.9206,0.3179
3259,0.5675,0.6279,0.6362,0.7196,0.7663,0.7142,0.8574,0.7856,0.3214
3260,0.5589,0.5316,0.6644,0.6068,0.6508,0.8082,0.7409,0.9205,0.3129
3261,0.5871,0.5391,0.6905,0.6201,0.6646,0.8133,0.7542,0.9253,0.3088
3262,0.5121,0.6082,0.6056,0.6951,0.7464,0.7227,0.8459,0.817,0.3211
3263,0.5772,0.5272,0.6503,0.63,0.6801,0.7287,0.7841,0.8144,0.3177
3264,0.5407,0.5927,0.6403,0.6435,0.6707,0.7678,0.727,0.8714,0.3258
3265,0.506,0.5964,0.63,0.7018,0.7505,0.7833,0.8508,0.9076,0.3149
3266,0.5455,0.5687,0.6102,0.6332,0.6707,0.6842,0.7496,0.7574,0.3223
3267,0.4767,0.6274,0.5952,0.7205,0.7681,0.7403,0.8619,0.867,0.3161
3268,0.5156,0.6492,0.6337,0.7334,0.7715,0.7755,0.8547,0.8872,0.3249
3269,0.4906,0.5719,0.5937,0.666,0.7119,0.7135,0.8108,0.8174,0.3081
3270,0.5767,0.551,0.6627,0.6363,0.6776,0.7712,0.7556,0.8573,0.318
3271,0.5628,0.5902,0.627,0.6625,0.7014,0.6954,0.7673,0.7676,0.321
3272,0.4531,0.5683,0.5658,0.6558,0.6984,0.6913,0.7738,0.7979,0.3208
3273,0.5137,0.647,0.6177,0.7281,0.7652,0.7495,0.8355,0.8556,0.3198
3274,0.5359,0.5672,0.6111,0.6266,0.6517,0.6805,0.7003,0.7629,0.3169
3275,0.4556,0.5574,0.5678,0.6291,0.6666,0.6911,0.7404,0.7968,0.3068
3276,0.5575,0.5324,0.6404,0.632,0.6768,0.7514,0.7702,0.8409,0.3047
3277,0.4779,0.5755,0.5648,0.6298,0.6617,0.6595,0.7261,0.749,0.3186
3278,0.5816,0.5831,0.6752,0.6536,0.6841,0.7772,0.7567,0.8706,0.316
3279,0.5818,0.6512,0.6789,0.7315,0.7721,0.7901,0.8548,0.8942,0.3193
3280,0.5982,0.5864,0.6898,0.6785,0.7228,0.7989,0.8098,0.9059,0.3262
3281,0.5964,0.5738,0.6881,0.6313,0.6575,0.8029,0.7094,0.8996,0.3094
3282,0.5991,0.5609,0.6933,0.6318,0.6722,0.8117,0.7542,0.9095,0.3145
3283,0.4685,0.5628,0.5845,0.6732,0.7254,0.7229,0.8361,0.8394,0.3146
3284,0.5256,0.5373,0.6096,0.6096,0.6426,0.6934,0.7118,0.7759,0.3198
3285,0.4568,0.5446,0.5833,0.6203,0.6631,0.7544,0.746,0.877,0.321
3286,0.4942,0.5258,0.6196,0.6201,0.6609,0.7726,0.7386,0.899,0.3107
3287,0.4854,0.655,0.5844,0.7346,0.7748,0.7036,0.8487,0.8054,0.3187
3288,0.5316,0.5122,0.6163,0.6068,0.6545,0.7075,0.7587,0.7934,0.3052
3289,0.5465,0.6299,0.6402,0.6966,0.7261,0.7465,0.7802,0.8407,0.3165
3290,0.5051,0.6587,0.6087,0.7303,0.7703,0.7334,0.8443,0.8395,0.3159
3291,0.493,0.603,0.5795,0.6784,0.7189,0.677,0.8069,0.7563,0.314
3292,0.5004,0.6037,0.5891,0.6589,0.6872,0.6938,0.7453,0.7831,0.3158
3293,0.5046,0.5582,0.5915,0.6272,0.664,0.6928,0.7386,0.7895,0.3059
3294,0.5097,0.5695,0.5922,0.6658,0.7161,0.697,0.8125,0.7835,0.3152
3295,0.5482,0.5547,0.6518,0.6624,0.7156,0.7674,0.8132,0.8777,0.3034
3296,0.5001,0.494,0.6085,0.5746,0.6132,0.7338,0.6958,0.8454,0.3101
3297,0.5611,0.6045,0.6294,0.6627,0.6937,0.6922,0.7543,0.7666,0.3314
3298,0.4833,0.5667,0.597,0.6534,0.6976,0.7356,0.7934,0.8433,0.3214
3299,0.4893,0.5302,0.6155,0.6213,0.6715,0.7697,0.7722,0.8947,0.321
3300,0.486,0.632,0.5898,0.7072,0.7523,0.7193,0.8423,0.8293,0.3261
3301,0.4872,0.5208,0.6058,0.5831,0.6243,0.7594,0.7025,0.879,0.3093
3302,0.5719,0.5259,0.6531,0.6061,0.6499,0.7308,0.7356,0.8175,0.3149
3303,0.5191,0.5818,0.6281,0.6688,0.7108,0.7578,0.791,0.866,0.313
3304,0.5508,0.5363,0.6256,0.6038,0.64,0.7117,0.7103,0.7961,0.3149
3305,0.5131,0.5877,0.6238,0.6562,0.6873,0.7627,0.7544,0.8744,0.3178
3306,0.5014,0.5977,0.616,0.6886,0.7354,0.7518,0.8306,0.8654,0.3199
3307,0.5821,0.6026,0.6503,0.6398,0.6631,0.7229,0.7138,0.7994,0.3172
3308,0.5358,0.5504,0.6385,0.6053,0.6333,0.7636,0.6984,0.8751,0.3141
3309,0.457,0.5973,0.5599,0.6889,0.7326,0.6912,0.8183,0.7864,0.3181
3310,0.5331,0.531,0.6089,0.6141,0.6553,0.6862,0.7391,0.7703,0.315
3311,0.4887,0.5238,0.6078,0.5989,0.6364,0.7584,0.7117,0.8795,0.315
3312,0.4431,0.5069,0.5485,0.6078,0.656,0.6802,0.7515,0.787,0.3096
3313,0.5269,0.5412,0.6407,0.6045,0.6373,0.7868,0.7086,0.9043,0.3137
3314,0.5108,0.564,0.625,0.6427,0.6781,0.7756,0.7492,0.8928,0.3239
3315,0.5262,0.4971,0.6151,0.5869,0.6224,0.7198,0.6922,0.8139,0.3077
3316,0.5123,0.5974,0.6074,0.6585,0.691,0.7175,0.7535,0.8178,0.3204
3317,0.5009,0.5987,0.6106,0.6584,0.6906,0.7487,0.7504,0.8619,0.3237
3318,0.588,0.6053,0.6777,0.6735,0.7097,0.7749,0.7718,0.8694,0.3282
3319,0.4619,0.5781,0.5932,0.6862,0.7382,0.7422,0.8379,0.869,0.3125
3320,0.5056,0.5834,0.632,0.6414,0.6679,0.7903,0.717,0.9198,0.3233
3321,0.5426,0.5772,0.6505,0.6781,0.7329,0.7799,0.8383,0.8887,0.3118
3322,0.5139,0.5936,0.6353,0.6626,0.6959,0.7908,0.7672,0.9146,0.3174
3323,0.483,0.5865,0.5778,0.6944,0.7478,0.6862,0.8509,0.7852,0.3109
3324,0.4624,0.5765,0.5774,0.6606,0.704,0.7146,0.7964,0.8281,0.3112
3325,0.5475,0.6164,0.6572,0.6905,0.7274,0.7875,0.7997,0.9046,0.3258
3326,0.5572,0.541,0.6235,0.6209,0.6573,0.6908,0.7362,0.7632,0.3146
3327,0.4946,0.6508,0.5772,0.7159,0.7528,0.6753,0.8213,0.7595,0.3181
3328,0.5366,0.5174,0.6131,0.6069,0.6496,0.7009,0.7333,0.7849,0.3128
3329,0.5116,0.5452,0.6214,0.6659,0.723,0.7571,0.8285,0.8589,0.3185
3330,0.459,0.5514,0.5866,0.6417,0.6913,0.7561,0.7913,0.876,0.3204
3331,0.5082,0.5517,0.6196,0.6459,0.6921,0.7676,0.7891,0.8877,0.3165
3332,0.5118,0.603,0.6091,0.685,0.7235,0.7358,0.7942,0.8422,0.3223
3333,0.5914,0.5515,0.6715,0.6189,0.6531,0.7582,0.7164,0.8459,0.3157
3334,0.451,0.5246,0.5438,0.5933,0.6299,0.6614,0.6948,0.7542,0.3116
3335,0.5203,0.588,0.596,0.6693,0.7113,0.6805,0.7956,0.7573,0.3169
3336,0.5794,0.5632,0.6857,0.6539,0.7057,0.8185,0.8064,0.9271,0.3124
3337,0.5143,0.6233,0.6066,0.6944,0.7283,0.7153,0.7902,0.8098,0.3264
3338,0.4555,0.5457,0.5873,0.6131,0.6515,0.7612,0.7322,0.8813,0.3032
3339,0.4505,0.6098,0.5716,0.6574,0.6889,0.7151,0.7441,0.831,0.3248
3340,0.495,0.5696,0.5776,0.6688,0.7173,0.6746,0.8082,0.7588,0.3142
3341,0.5012,0.6046,0.5763,0.6797,0.7106,0.6703,0.7758,0.7534,0.3248
3342,0.4455,0.6426,0.552,0.7129,0.7445,0.675,0.8122,0.7791,0.3224
3343,0.5226,0.6258,0.6002,0.6926,0.7275,0.681,0.7961,0.7659,0.3182
3344,0.5625,0.5966,0.6366,0.6602,0.6932,0.7302,0.7621,0.8034,0.3159
3345,0.5771,0.5951,0.659,0.6721,0.7052,0.7622,0.7687,0.8516,0.3191
3346,0.5675,0.561,0.654,0.6723,0.7232,0.7682,0.8292,0.8618,0.3042
3347,0.5823,0.5826,0.684,0.6933,0.7434,0.8122,0.8441,0.9251,0.3122
3348,0.5413,0.5511,0.6183,0.6156,0.6447,0.6944,0.7013,0.7759,0.3179
3349,0.4967,0.5501,0.6092,0.6471,0.6991,0.7353,0.7902,0.8477,0.3149
3350,0.5853,0.5586,0.674,0.6546,0.7041,0.7685,0.797,0.8607,0.3218
3351,0.4772,0.6607,0.612,0.737,0.7756,0.782,0.8478,0.9165,0.324
3352,0.5367,0.5709,0.6574,0.6291,0.653,0.8076,0.7072,0.9266,0.3195
3353,0.4813,0.6211,0.6011,0.6792,0.7057,0.7518,0.7617,0.8732,0.325
